"","namefile","size","masking","sampling","source","method","Count.Train","Count.Test","NoOfCoef","preProc","model","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa"
"1","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0001.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + EVI",0.721212121212121,0.644671238969125,0.753623188405797,0.68634266996457
"2","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0002.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI",0.690909090909091,0.604474630443468,0.666666666666667,0.572006472491909
"3","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0003.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + NDVI",0.663636363636364,0.572284303079133,0.601449275362319,0.492103854389722
"4","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0004.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + NDVI",0.624242424242424,0.521173896254344,0.608695652173913,0.502934898612593
"5","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0005.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + EVI",0.709090909090909,0.627697080806656,0.673913043478261,0.581451775965492
"6","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0006.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + EVI",0.672727272727273,0.582116852509761,0.644927536231884,0.545350635379547
"7","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0007.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + EVI",0.6,0.491050147216899,0.565217391304348,0.4436979306638
"8","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0008.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME2 + TIME1 + TIME0",0.460606060606061,0.311250512985871,0.478260869565217,0.33135935397039
"9","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0009.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME1 + TIME0",0.466666666666667,0.320081477839432,0.340579710144928,0.158649336727857
"10","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0010.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ TIME0",0.272727272727273,0.0767939571968107,0.253623188405797,0.0525894821035793
"11","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0011.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ NDVI",0.551515151515152,0.430257923777749,0.594202898550725,0.484662576687117
"12","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0012.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ EVI",0.554545454545455,0.435069699192957,0.492753623188406,0.350762820081995
"13","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0013.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + EVI",0.778787878787879,0.716801467130631,0.731884057971015,0.657912367680557
"14","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0014.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + EVI",0.772727272727273,0.709942808925558,0.746376811594203,0.67627345844504
"15","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0015.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + EVI",0.751515151515151,0.682841068917018,0.717391304347826,0.640696975766072
"16","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0016.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + NDVI_1",0.742424242424242,0.670693480787518,0.673913043478261,0.58389171803806
"17","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0017.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + NDVI_1",0.745454545454545,0.674495068107093,0.615942028985507,0.508137188971083
"18","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0018.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + NDVI_1",0.706060606060606,0.62390732211674,0.601449275362319,0.493662441627752
"19","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0019.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + EVI + EVI_1",0.778787878787879,0.717173851789236,0.702898550724638,0.621614391760851
"20","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0020.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + EVI + EVI_1",0.763636363636364,0.697482547070023,0.695652173913043,0.611241531960561
"21","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0021.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + EVI + EVI_1",0.718181818181818,0.641685444419797,0.659420289855073,0.566472829356326
"22","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0022.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME2 + TIME1 + TIME0",0.454545454545455,0.303470919324578,0.492753623188406,0.349757673667205
"23","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0023.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME1 + TIME0",0.46969696969697,0.322723647792841,0.326086956521739,0.13744203239465
"24","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0024.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ TIME0",0.272727272727273,0.0767939571968107,0.253623188405797,0.0525894821035793
"25","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0025.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + NDVI_1",0.66969696969697,0.579824079806558,0.623188405797101,0.520320855614973
"26","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0026.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ EVI + EVI_1",0.66969696969697,0.579887876664331,0.644927536231884,0.549410275204904
"27","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0027.csv","100","WithMasking","LOOCV","v5","noProc",330,138,7,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.809090909090909,0.756665652285868,0.72463768115942,0.649535520951681
"28","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0028.csv","100","WithMasking","LOOCV","v5","noProc",330,138,6,"noProc","Phase ~ TIME1 + TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.806060606060606,0.752051562004719,0.710144927536232,0.630719828739631
"29","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0029.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.8,0.744985773999789,0.710144927536232,0.631163971669117
"30","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0030.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ NDVI + EVI + NDVI_1 + EVI_1",0.790909090909091,0.733811856302826,0.746376811594203,0.679176353370973
"31","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0031.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ DTNDVI",0.4,0.237020948644293,0.434782608695652,0.278648974668275
"32","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0032.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ DTEVI",0.381818181818182,0.214579055441478,0.333333333333333,0.1587596077392
"33","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0033.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ DTNDVI + DTEVI",0.445454545454545,0.293940208813179,0.528985507246377,0.396366083445491
"34","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0034.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + DTNDVI",0.687878787878788,0.60253981617905,0.652173913043478,0.556982343499198
"35","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0035.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ EVI + DTEVI",0.666666666666667,0.577085736255286,0.623188405797101,0.517709523489482
"36","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0036.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + DTNDVI",0.484848484848485,0.341487463611607,0.391304347826087,0.216703831339955
"37","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0037.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + DTEVI",0.5,0.363544978492613,0.456521739130435,0.304248453885453
"38","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0038.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + DTNDVI + DTEVI",0.536363636363636,0.407074241961623,0.507246376811594,0.369270063180535
"39","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0039.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + DTNDVI",0.715151515151515,0.6339261479637,0.644927536231884,0.546022155085599
"40","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0040.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + EVI + DTEVI",0.721212121212121,0.644108924238339,0.652173913043478,0.555734406438632
"41","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0041.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI",0.590909090909091,0.477541925647942,0.521739130434783,0.38554948391014
"42","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0042.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + DTEVI",0.572727272727273,0.454756380510441,0.557971014492754,0.432558139534884
"43","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0043.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI + DTEVI",0.621212121212121,0.515702964484884,0.565217391304348,0.441069258809234
"44","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0044.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI",0.724242424242424,0.648125798249417,0.666666666666667,0.573042776432607
"45","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_rf_noProc_0045.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + EVI + DTEVI",0.751515151515151,0.682401821553485,0.688405797101449,0.600538539212386
"46","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0001.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + EVI",0.766666666666667,0.701511823232976,0.739130434782609,0.666711391386019
"47","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0002.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI",0.706060606060606,0.619155264723379,0.688405797101449,0.593059936908517
"48","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0003.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + NDVI",0.703030303030303,0.614214651254339,0.666666666666667,0.563050660792952
"49","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0004.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + NDVI",0.660606060606061,0.562251279135873,0.601449275362319,0.486746010278604
"50","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0005.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + EVI",0.739393939393939,0.665405156863439,0.681159420289855,0.587443946188341
"51","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0006.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + EVI",0.7,0.615239665528206,0.652173913043478,0.547571887166177
"52","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0007.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + EVI",0.645454545454546,0.545245751033532,0.58695652173913,0.46584272714926
"53","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0008.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME2 + TIME1 + TIME0",0.536363636363636,0.402661934338953,0.478260869565217,0.323805634953042
