"","namefile","size","masking","sampling","source","method","Count.Train","Count.Test","NoOfCoef","preProc","model","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa"
"54","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0009.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME1 + TIME0",0.496969696969697,0.351907719609583,0.376811594202899,0.190118738910878
"55","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0010.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ TIME0",0.372727272727273,0.18205330842733,0.297101449275362,0.0818300294944783
"56","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0011.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ NDVI",0.6,0.471429784858817,0.601449275362319,0.4721101683127
"57","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0012.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ EVI",0.63030303030303,0.526118788107065,0.58695652173913,0.466241433127502
"58","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0013.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + EVI",0.803030303030303,0.748864328197443,0.782608695652174,0.721792890262751
"59","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0014.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + EVI",0.803030303030303,0.748266028236454,0.782608695652174,0.721905017800766
"60","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0015.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + EVI",0.784848484848485,0.726077044484714,0.72463768115942,0.649465240641711
"61","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0016.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + NDVI_1",0.760606060606061,0.693070239468789,0.695652173913043,0.607901501826546
"62","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0017.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + NDVI_1",0.763636363636364,0.698676000608735,0.644927536231884,0.546387603139465
"63","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0018.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + NDVI_1",0.706060606060606,0.621062351283842,0.644927536231884,0.546144036512518
"64","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0019.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + EVI + EVI_1",0.8,0.743625962285472,0.739130434782609,0.663437436488043
"65","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0020.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + EVI + EVI_1",0.76969696969697,0.705447114368261,0.731884057971015,0.655302774589887
"66","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0021.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + EVI + EVI_1",0.724242424242424,0.647469008264463,0.673913043478261,0.584003215434084
"67","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0022.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME2 + TIME1 + TIME0",0.536363636363636,0.402661934338953,0.478260869565217,0.323805634953042
"68","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0023.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME1 + TIME0",0.496969696969697,0.351907719609583,0.376811594202899,0.190118738910878
"69","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0024.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ TIME0",0.372727272727273,0.18205330842733,0.297101449275362,0.0818300294944783
"70","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0025.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + NDVI_1",0.690909090909091,0.609050152152199,0.652173913043478,0.557071213640923
"71","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0026.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ EVI + EVI_1",0.742424242424242,0.670228899940042,0.652173913043478,0.553969429668036
"72","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0027.csv","100","WithMasking","LOOCV","v5","noProc",330,138,7,"noProc","Phase ~ TIME2 + TIME1 + TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.842424242424242,0.798267166688219,0.768115942028985,0.701823092505064
"73","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0028.csv","100","WithMasking","LOOCV","v5","noProc",330,138,6,"noProc","Phase ~ TIME1 + TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.854545454545454,0.814806154421737,0.782608695652174,0.724679124825431
"74","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0029.csv","100","WithMasking","LOOCV","v5","noProc",330,138,5,"noProc","Phase ~ TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.824242424242424,0.775891341256367,0.789855072463768,0.734139374211121
"75","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0030.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ NDVI + EVI + NDVI_1 + EVI_1",0.827272727272727,0.780007719027403,0.811594202898551,0.760480640854473
"76","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0031.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ DTNDVI",0.442424242424242,0.248514851485149,0.340579710144928,0.109172164290275
"77","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0032.csv","100","WithMasking","LOOCV","v5","noProc",330,138,1,"noProc","Phase ~ DTEVI",0.412121212121212,0.20938561284347,0.376811594202899,0.157221985513421
"78","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0033.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ DTNDVI + DTEVI",0.506060606060606,0.360617154811716,0.528985507246377,0.387922210849539
"79","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0034.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ NDVI + DTNDVI",0.675757575757576,0.590741556364311,0.63768115942029,0.541040308633763
"80","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0035.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ EVI + DTEVI",0.715151515151515,0.635564745412251,0.63768115942029,0.534946417739435
"81","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0036.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + DTNDVI",0.512121212121212,0.371413698046686,0.521739130434783,0.37943721468965
"82","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0037.csv","100","WithMasking","LOOCV","v5","noProc",330,138,2,"noProc","Phase ~ TIME0 + DTEVI",0.512121212121212,0.374086989303049,0.492753623188406,0.349670122525919
"83","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0038.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + DTNDVI + DTEVI",0.566666666666667,0.446347701621419,0.579710144927536,0.458603896103896
"84","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0039.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + NDVI + DTNDVI",0.718181818181818,0.636197678967271,0.623188405797101,0.517385163763535
"85","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0040.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME0 + EVI + DTEVI",0.715151515151515,0.635791525284428,0.659420289855073,0.563261733216619
"86","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0041.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI",0.6,0.488287949627611,0.557971014492754,0.431293068504256
"87","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0042.csv","100","WithMasking","LOOCV","v5","noProc",330,138,3,"noProc","Phase ~ TIME1 + TIME0 + DTEVI",0.606060606060606,0.4971870604782,0.507246376811594,0.366630669546436
"88","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0043.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI + DTEVI",0.627272727272727,0.524607060036073,0.557971014492754,0.433741423382214
"89","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0044.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI",0.742424242424242,0.667988400307747,0.673913043478261,0.577665941240479
"90","WithMasking_LOOCV_S1_MOD13Q1_ML_v5_svmRadial_noProc_0045.csv","100","WithMasking","LOOCV","v5","noProc",330,138,4,"noProc","Phase ~ TIME1 + TIME0 + EVI + DTEVI",0.76969696969697,0.704663212435233,0.717391304347826,0.635736040609137
