"","paddy_raster_df","Freq"
"1","101",4468.71
"2","102",94.37
"3","103",117.42
"4","104",53.85
"5","105",20.35
"6","107",5531.39
"7","201",34.43
"8","202",5.91
"9","203",122.24
"10","204",105.72
"11","205",1.89
"12","207",317.23
"13","301",136.74
"14","302",8.92
"15","303",274.52
"16","304",623.54
"17","305",33.39
"18","307",395.77
"19","401",8.98
"20","402",0.06
"21","403",8.48
"22","404",318.23
"23","405",33.48
"24","407",149.97
"25","501",137.21
"26","502",3.55
"27","503",26.62
"28","504",65.61
"29","505",53.33
"30","507",151.52
"31","701",1855.75
"32","702",71.18
"33","703",229.41
"34","704",431.68
"35","705",65.37
"36","707",20625.06
