"","paddy_raster_df","Freq"
"1","101",14756.57
"2","102",35.81
"3","103",2258.86
"4","104",18.38
"5","105",276.41
"6","107",1123.39
"7","201",30.5
"8","202",199.61
"9","203",848.98
"10","204",24.68
"11","205",16.89
"12","207",5.14
"13","301",1517.04
"14","302",489.03
"15","303",25534.08
"16","304",6992.02
"17","305",1162.23
"18","306",0.01
"19","307",271.04
"20","401",30.73
"21","402",2.66
"22","403",191.48
"23","404",5857.36
"24","405",4467.33
"25","407",10.79
"26","501",3382.4
"27","502",8.54
"28","503",1076.57
"29","504",525.52
"30","505",4600.47
"31","507",59.34
"32","701",1787.49
"33","702",32.06
"34","703",1273.28
"35","704",26.43
"36","705",37.3
"37","707",9082.26
