"","paddy_raster_df","Freq"
"1","101",7038.82
"2","102",162.78
"3","103",267.72
"4","104",43.11
"5","105",54.36
"6","107",8241.65
"7","201",214.71
"8","202",255.95
"9","203",199.28
"10","204",27.52
"11","205",0.22
"12","207",197.89
"13","301",301.45
"14","302",37.12
"15","303",690.78
"16","304",280.03
"17","305",115.92
"18","307",344.83
"19","401",29.83
"20","402",0.06
"21","403",24.89
"22","404",77.31
"23","405",166.15
"24","407",190.26
"25","501",294.8
"26","502",2.21
"27","503",14.84
"28","504",46.93
"29","505",64.12
"30","507",152.93
"31","701",3288.21
"32","702",130.39
"33","703",269.98
"34","704",44.38
"35","705",36.92
"36","707",14133.97
