"","paddy_raster_df","Freq"
"1","101",38770.87
"2","102",112.95
"3","103",1022.18
"4","104",8.07
"5","105",275.88
"6","106",6.01
"7","107",734.51
"8","201",12.27
"9","202",325.41
"10","203",322.37
"11","204",32.82
"12","205",2.37
"13","207",2.41
"14","301",1390.51
"15","302",1229.14
"16","303",12044.8
"17","304",3154.77
"18","305",1407.61
"19","306",13.82
"20","307",653.48
"21","401",39.06
"22","402",0.1
"23","403",272.36
"24","404",8292.69
"25","405",14379.59
"26","406",0.1
"27","407",77.2
"28","501",10324.75
"29","502",12.61
"30","503",1756.08
"31","504",115.24
"32","505",10590.05
"33","506",1.98
"34","507",251.54
"35","601",0.01
"36","603",0.04
"37","606",0.02
"38","701",1655.16
"39","702",35.01
"40","703",518.5
"41","704",8.97
"42","705",129.62
"43","707",3802.94
