"","paddy_raster_df","Freq"
"1","101",7037
"2","102",162.61
"3","103",269.43
"4","104",42.75
"5","105",54.3
"6","107",8241.48
"7","201",214.62
"8","202",255.49
"9","203",197.28
"10","204",27.37
"11","205",0.19
"12","207",197.89
"13","301",300.46
"14","302",37.43
"15","303",694.28
"16","304",280.49
"17","305",115.98
"18","307",344.99
"19","401",29.83
"20","402",0.06
"21","403",24.89
"22","404",77.3
"23","405",166.15
"24","407",190.27
"25","501",294.83
"26","502",2.21
"27","503",14.93
"28","504",46.92
"29","505",64.11
"30","507",152.93
"31","701",3287.69
"32","702",129.14
"33","703",271.8
"34","704",44.36
"35","705",36.89
"36","707",14133.97
