"","paddy_raster_df","Freq"
"1","101",12022.19
"2","102",399
"3","103",3069.92
"4","104",574.44
"5","105",850.1
"6","107",275.94
"7","201",326.84
"8","202",1531.11
"9","203",5038.34
"10","204",185.56
"11","205",89.16
"12","207",143.27
"13","301",3137.42
"14","302",1428.45
"15","303",18632.21
"16","304",13037.44
"17","305",2329.86
"18","306",0.02
"19","307",669.15
"20","401",981.04
"21","402",4.11
"22","403",589.75
"23","404",13021.17
"24","405",8189.25
"25","407",591.34
"26","501",9514.83
"27","502",10.42
"28","503",562.91
"29","504",1162.01
"30","505",2603.65
"31","507",477.53
"32","601",18.82
"33","602",33.88
"34","603",251.81
"35","604",108.09
"36","605",143.45
"37","607",3.54
"38","701",6508.89
"39","702",48.46
"40","703",415.72
"41","704",42.86
"42","705",92.43
"43","707",4656
