"","paddy_raster_df","Freq"
"1","101",5191.74
"2","102",73.88
"3","103",1873.68
"4","104",1.29
"5","105",31.07
"6","107",219.74
"7","201",101.46
"8","202",489.37
"9","203",2432.64
"10","204",1.71
"11","205",0.07
"12","207",12.81
"13","301",5398.02
"14","302",608.37
"15","303",51815.68
"16","304",7371.26
"17","305",661.85
"18","307",968.43
"19","401",8.13
"20","403",206.65
"21","404",3942.54
"22","405",1993.62
"23","407",7.99
"24","501",3589.15
"25","502",2.85
"26","503",1936.36
"27","504",499.66
"28","505",1777.98
"29","507",71.03
"30","601",0.07
"31","602",0.32
"32","603",3.6
"33","701",1656.95
"34","702",3.5
"35","703",926.52
"36","704",26.76
"37","705",28.73
"38","707",6161.7
