"","paddy_raster_df","Freq"
"1","101",66358.65
"2","102",96.25
"3","103",4177.48
"4","104",48.73
"5","105",673.74
"6","106",233.47
"7","107",4693.19
"8","201",443.33
"9","202",8.67
"10","203",255.32
"11","204",1.71
"12","205",4.38
"13","206",11.95
"14","207",2.67
"15","301",1875.19
"16","302",28.5
"17","303",1502.14
"18","304",927.26
"19","305",1152.22
"20","306",27.3
"21","307",24.47
"22","401",27.42
"23","402",0.01
"24","403",131.48
"25","404",3665.78
"26","405",2952.63
"27","407",6.11
"28","501",3250.42
"29","502",3.63
"30","503",766.81
"31","504",358.29
"32","505",3881.76
"33","506",6.17
"34","507",15.23
"35","601",70.68
"36","602",5.3
"37","603",52.09
"38","604",15.6
"39","605",14.35
"40","606",11.35
"41","607",1.2
"42","701",10007.18
"43","702",2.01
"44","703",767.2
"45","704",2.47
"46","705",22.36
"47","706",4.5
"48","707",5086.52
