"","paddy_raster_df","Freq"
"1","101",26765.79
"2","102",76.4
"3","103",2371.28
"4","104",1.9
"5","105",213.06
"6","106",0.3
"7","107",1056.92
"8","201",36.17
"9","202",78.14
"10","203",341.59
"11","204",6.67
"12","205",7.87
"13","207",41.7
"14","301",1441.39
"15","302",237.55
"16","303",11161.78
"17","304",4083.42
"18","305",4106.68
"19","306",0.21
"20","307",154.77
"21","401",4.34
"22","402",6.79
"23","403",119.65
"24","404",6225.62
"25","405",4259.49
"26","407",16.4
"27","501",3365.88
"28","502",19.31
"29","503",895.8
"30","504",935.89
"31","505",9464.17
"32","507",108.17
"33","701",923.97
"34","702",83.39
"35","703",846.56
"36","704",8.89
"37","705",34.32
"38","707",7607.38
