"","paddy_raster_df","Freq"
"1","101",4465.3
"2","102",87.69
"3","103",130.18
"4","104",54.68
"5","105",20.15
"6","107",5531.48
"7","201",37.22
"8","202",6.08
"9","203",119.74
"10","204",106.69
"11","205",2.03
"12","207",317.23
"13","301",142.98
"14","302",8.78
"15","303",262.28
"16","304",623.43
"17","305",34.69
"18","307",395.6
"19","401",9.99
"20","402",0.06
"21","403",6.31
"22","404",318.61
"23","405",34.29
"24","407",150.03
"25","501",139.17
"26","502",3.44
"27","503",24.52
"28","504",65.71
"29","505",53.53
"30","507",151.54
"31","701",1866.68
"32","702",72.69
"33","703",211.71
"34","704",437.99
"35","705",64.32
"36","707",20625.06
