"","paddy_raster_df","Freq"
"1","101",10110.99
"2","102",144.48
"3","103",2119.1
"4","104",37.97
"5","105",276.04
"6","106",0.05
"7","107",1266.23
"8","201",33.4
"9","202",984.3
"10","203",2516.58
"11","204",252.58
"12","205",12.44
"13","207",11.2
"14","301",956.17
"15","302",1548.54
"16","303",37944.22
"17","304",9059.29
"18","305",1903.27
"19","306",1.22
"20","307",505.33
"21","401",165.43
"22","402",20.21
"23","403",202.4
"24","404",3623.52
"25","405",8466.23
"26","407",6.43
"27","501",6007.24
"28","502",54.83
"29","503",1829.27
"30","504",402.74
"31","505",2774.11
"32","507",109.77
"33","601",0.01
"34","603",0.11
"35","701",1070.95
"36","702",125.09
"37","703",1428.47
"38","704",49.86
"39","705",120.44
"40","706",0.02
"41","707",3945.12
