"","paddy_raster_df","Freq"
"1","101",18609.35
"2","102",73.95
"3","103",1758.51
"4","104",10.89
"5","105",229.55
"6","107",822.44
"7","201",14.54
"8","202",247.72
"9","203",447.92
"10","204",32.75
"11","205",4.27
"12","207",20.69
"13","301",1249.93
"14","302",356.21
"15","303",15620.99
"16","304",11392.33
"17","305",2140.01
"18","307",435.96
"19","401",145.75
"20","402",73.11
"21","403",510.5
"22","404",5508.27
"23","405",7188.77
"24","407",17.99
"25","501",5735.17
"26","502",34.53
"27","503",2005.43
"28","504",539.44
"29","505",2085.82
"30","507",160.64
"31","701",1599.23
"32","702",72.76
"33","703",1285.7
"34","704",39.35
"35","705",67.74
"36","707",7487.41
