"","paddy_raster_df","Freq"
"1","101",24440.85
"2","102",85.11
"3","103",887.36
"4","104",0.7
"5","105",33.22
"6","107",13081.95
"7","201",206.17
"8","202",85.84
"9","203",856.85
"10","204",3.21
"11","205",9.97
"12","207",255.61
"13","301",452.44
"14","302",21.79
"15","303",713.59
"16","304",56.29
"17","305",262.11
"18","307",180.62
"19","401",127.21
"20","402",1.21
"21","403",130.81
"22","404",109.43
"23","405",945.74
"24","407",430.33
"25","501",1543.01
"26","502",2.99
"27","503",285.47
"28","504",0.98
"29","505",384.63
"30","507",767.82
"31","701",5698.92
"32","702",29.88
"33","703",156.5
"34","704",2.56
"35","705",42.25
"36","707",11783.15
