"","paddy_raster_df","Freq"
"1","101",1806.55
"2","102",421.62
"3","103",10525.93
"4","104",0.05
"5","105",9.16
"6","106",164.52
"7","107",3013.74
"8","201",134.04
"9","202",53.2
"10","203",876.69
"11","204",0.01
"12","205",0.01
"13","206",104.03
"14","207",2.47
"15","301",4188.66
"16","302",3999.34
"17","303",46517.73
"18","304",1045.35
"19","305",287.09
"20","306",2274.66
"21","307",848.22
"22","401",0.23
"23","403",9210.08
"24","404",1765.27
"25","405",858.42
"26","406",0.03
"27","407",9.19
"28","501",318.11
"29","502",13.48
"30","503",3978.47
"31","504",42.3
"32","505",93.58
"33","506",4.62
"34","507",37.21
"35","701",146.79
"36","702",14.17
"37","703",724.4
"38","704",2.01
"39","705",3.45
"40","706",17.25
"41","707",6533.22
