"","paddy_raster_df","Freq"
"1","101",3602.12
"2","102",64.55
"3","103",210.29
"4","104",7.79
"5","105",42.19
"6","107",1163.43
"7","201",32.67
"8","202",31.96
"9","203",47.74
"10","204",0.37
"11","205",0.45
"12","207",19.2
"13","301",328.39
"14","302",36.16
"15","303",367.75
"16","304",100.27
"17","305",89.71
"18","307",133.13
"19","401",1.95
"20","402",1.53
"21","403",27.74
"22","404",207.17
"23","405",182.79
"24","407",90.99
"25","501",107.6
"26","502",1.56
"27","503",41.05
"28","504",29.08
"29","505",102.73
"30","507",253.38
"31","601",5.3
"32","602",0.02
"33","603",1.65
"34","605",0.17
"35","607",1.36
"36","701",12834.96
"37","702",745.06
"38","703",1076.74
"39","704",143.82
"40","705",157.69
"41","707",16218.84
