"","paddy_raster_df","Freq"
"1","101",22227.15
"2","102",69.31
"3","103",171.37
"4","104",45.83
"5","105",103.59
"6","107",1763.54
"7","201",53.54
"8","202",900.62
"9","203",381.12
"10","204",58.33
"11","205",0.2
"12","207",58.82
"13","301",2514.13
"14","302",264.21
"15","303",2008.65
"16","304",2008.73
"17","305",654.78
"18","307",704.84
"19","401",14.8
"20","402",0.11
"21","403",50.67
"22","404",4347.49
"23","405",2248.91
"24","407",1659.32
"25","501",809.04
"26","502",26.57
"27","503",144.49
"28","504",121.79
"29","505",980.97
"30","507",1195.1
"31","701",18523.09
"32","702",107.62
"33","703",273.25
"34","704",63.54
"35","705",139.23
"36","707",13276.57
