"","sensor","model","period","period_first","period_prev","region","prov","time_lag","area_ha_101","area_ha_102","area_ha_103","area_ha_104","area_ha_105","area_ha_106","area_ha_107","area_ha_201","area_ha_202","area_ha_203","area_ha_204","area_ha_205","area_ha_206","area_ha_207","area_ha_301","area_ha_302","area_ha_303","area_ha_304","area_ha_305","area_ha_306","area_ha_307","area_ha_401","area_ha_402","area_ha_403","area_ha_404","area_ha_405","area_ha_406","area_ha_407","area_ha_501","area_ha_502","area_ha_503","area_ha_504","area_ha_505","area_ha_506","area_ha_507","area_ha_601","area_ha_602","area_ha_603","area_ha_604","area_ha_605","area_ha_606","area_ha_607","area_ha_701","area_ha_702","area_ha_703","area_ha_704","area_ha_705","area_ha_706","area_ha_707","area_ha_total_nochange","area_ha_total_correct","area_ha_total_true","area_ha_total_incorrect","area_ha_total_all","area_RS","area_BPS","compare_total_RS","compare_total_BPS","pct_101","pct_102","pct_103","pct_104","pct_105","pct_106","pct_107","pct_201","pct_202","pct_203","pct_204","pct_205","pct_206","pct_207","pct_301","pct_302","pct_303","pct_304","pct_305","pct_306","pct_307","pct_401","pct_402","pct_403","pct_404","pct_405","pct_406","pct_407","pct_501","pct_502","pct_503","pct_504","pct_505","pct_506","pct_507","pct_601","pct_602","pct_603","pct_604","pct_605","pct_606","pct_607","pct_701","pct_702","pct_703","pct_704","pct_705","pct_706","pct_707","pct_total_nochange","pct_total_correct","pct_total_true","pct_total_incorrect"
"11","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180728_20180813","2018-07-28","2018-08-13","3213","32","16","14756.57","35.81","2258.86","18.38","276.41","0","1123.39","30.5","199.61","848.98","24.68","16.89","0","5.14","1517.04","489.03","25534.08","6992.02","1162.23","0.01","271.04","30.73","2.66","191.48","5857.36","4467.33","0","10.79","3382.4","8.54","1076.57","525.52","4600.47","0","59.34","0","0","0","0","0","0","0","1787.49","32.06","1273.28","26.43","37.3","0","9082.26","60030.35","18767.87","78798.22","9214.46","88012.68","90567.1038393692","84228","97.1795235454368","104.493375124662","16.7664136576684","0.0406873191453777","2.5665165519332","0.0208833545348238","0.314057019965759","0","1.27639562844808","0.0346540975686685","0.226796866087932","0.964611008322891","0.0280414140326144","0.0191904166536004","0","0.00584006759026086","1.72366072706796","0.555635847016589","29.0118196605307","7.94433256662563","1.32052563335192","1.13619992028421e-05","0.307955626393833","0.0349154235503339","0.00302229178795601","0.217559560736021","6.65513196507594","5.07577998988327","0","0.0122595971398667","3.84308261036932","0.00970314731922718","1.22319874818038","0.59709578210776","5.22705364726991","0","0.0674221032696652","0","0","0","0","0","0","0","2.03094599550883","0.0364265694443119","1.44670063449948","0.0300297638931118","0.0423802570266012","0","10.3192630880005","68.2064788846334","21.3240523979045","89.5305312825379","10.4694687174621"
"12","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180813_20180829","2018-08-13","2018-08-29","3213","32","16","18609.35","73.95","1758.51","10.89","229.55","0","822.44","14.54","247.72","447.92","32.75","4.27","0","20.69","1249.93","356.21","15620.99","11392.33","2140.01","0","435.96","145.75","73.11","510.5","5508.27","7188.77","0","17.99","5735.17","34.53","2005.43","539.44","2085.82","0","160.64","0","0","0","0","0","0","0","1599.23","72.76","1285.7","39.35","67.74","0","7487.41","49559.56","27542.28","77101.84","10923.78","88025.62","90567.1038393692","84228","97.1938112939144","104.508738186826","21.1408337708953","0.0840096326501307","1.9977252077293","0.0123713982361044","0.260776351248648","0","0.934318894885375","0.0165179183060568","0.281418068966739","0.508851854721387","0.0372050773399835","0.00485086046539632","0","0.0235045206157026","1.41996159754399","0.404666277840474","17.7459585061713","12.9420616406905","2.43112175750651","0","0.495264901286694","0.165576794574125","0.0830553650175937","0.579944793345392","6.25757591937438","8.16667920089629","0","0.0204372317968337","6.51534178344895","0.0392272158946452","2.27823445037933","0.612821585352083","2.36956013487891","0","0.182492324393739","0","0","0","0","0","0","0","1.81677788807395","0.0826577535040367","1.46059749422952","0.0447028944527741","0.0769548683667323","0","8.5059440649211","56.3012904652077","31.2889361074651","87.5902265726728","12.4097734273272"
"13","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180829_20180914","2018-08-29","2018-09-14","3213","32","16","23558.92","56.77","1713.22","8.29","379.29","0","1633.61","90.45","117.7","508.48","13.96","83.56","0","42.79","1947.77","258.48","14466.16","2768.38","1985.09","0","196.74","11.75","2.8","2539.28","7156.47","7795.72","0","17.01","4153.85","27.99","2085.63","707.76","4641.91","0","99.15","0","0","0","0","0","0","0","1060.48","52.08","0","0","0","0","7832.25","57773.41","18246.96","76020.37","11993.42","88013.79","90567.1038393692","84228","97.1807491560095","104.494692976207","26.7673054415677","0.0645012559963615","1.94653587807092","0.00941897854870242","0.430943832778932","0","1.85608414317802","0.102767986698448","0.133729044050938","0.577727649269506","0.0158611508492022","0.0949396679770295","0","0.048617381435341","2.21302820842052","0.293681251540242","16.4362425479007","3.14539346618297","2.25543065467355","0","0.223533153157022","0.0133501806932755","0.00318131965456777","2.88509334730387","8.13107809583021","8.85738473482394","0","0.0193265169014992","4.71954451683083","0.0318018346897685","2.36966275398435","0.804146713827458","5.27407125633381","0","0.112652801339426","0","0","0","0","0","0","0","1.20490209545572","0.0591725455749605","0","0","0","0","8.89888959446014","65.6413159801436","20.73193303004","86.3732490101835","13.6267509898165"
"14","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180914_20180930","2018-09-14","2018-09-30","3213","32","16","26765.79","76.4","2371.28","1.9","213.06","0.3","1056.92","36.17","78.14","341.59","6.67","7.87","0","41.7","1441.39","237.55","11161.78","4083.42","4106.68","0.21","154.77","4.34","6.79","119.65","6225.62","4259.49","0","16.4","3365.88","19.31","895.8","935.89","9464.17","0","108.17","0","0","0","0","0","0","0","923.97","83.39","846.56","8.89","34.32","0","7607.38","61302.88","14355.22","75658.1","11451.51","87109.61","90567.1038393692","84228","96.1823954915225","103.42120197559","30.7265639233146","0.0877055929879608","2.72217956204832","0.00218116003504091","0.244588398455693","0.000344393689743302","1.21332192854497","0.0415223991933841","0.089703076388472","0.392138134931381","0.00765701970195941","0.00903459446093261","0","0.0478707228743189","1.65468540153033","0.272702403328404","12.81348866101","4.68768026857198","4.71438225931674","0.000241075582820311","0.177672704538569","0.00498222871161976","0.00779477717785673","0.137355683259287","7.14688080913231","4.88980492508232","0","0.0188268550393005","3.86395944144395","0.0221674738298105","1.0283595575735","1.07438203431286","10.8646680888595","0","0.124176884731776","0","0","0","0","0","0","0","1.06069812504039","0.0957299659589797","0.971833073296965","0.0102055330060598","0.0393986381066337","0","8.73311222493133","70.3744167836362","16.4794906095895","86.8539073932256","13.1460926067744"
"15","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180610_20180626","2018-06-10","2018-06-26","3215","32","16","3806.62","1067.05","16084.97","1.54","420.68","1.62","939.11","39.58","466.77","3948.24","87.95","19.64","0.06","43.7","525.91","1350.25","38666.05","3223.41","927.68","2.07","848.16","17.68","0.06","152.48","2775.53","3503.94","0.05","28.31","2459.25","169.77","7078.3","66.52","2973.66","0.17","117.46","5.39","1.1","396.58","0","2.54","0","1.02","618.74","5.76","330.06","4.26","37.95","0.02","6826.63","55515.26","16502.91","72018.17","28026.12","100044.29","101472.217492708","96482","98.5927897034371","103.692180924939","3.80493479437957","1.0665776127753","16.0778491206245","0.0015393182359533","0.420493763312229","0.00161928281963918","0.938694252315649","0.0395624777785919","0.46656335908826","3.94649209864951","0.0879110641896704","0.0196313052948849","5.99734377644141e-05","0.043680653838415","0.525677177578051","1.34965223902334","38.6489323878454","3.2219829837365","0.927269312421528","0.00206908360287229","0.847784516237758","0.0176721729945807","5.99734377644141e-05","0.152412496505298","2.77430126197107","3.50238879200402","4.99778648036785e-05","0.0282974670518427","2.45816128036892","0.16969484215441","7.07516640879754","0.0664905513348138","2.97234354904213","0.000169924740332507","0.117407999996801","0.00538761382583654","0.00109951302568093","0.396404432476856","0","0.00253887553202687","0","0.00101954844199504","0.61846608137256","0.00575745002538376","0.329913881142042","0.0042581140812734","0.0379331993859919","1.99911459214714e-05","6.82360782409471","55.4906831764212","16.4956040969455","71.9862872733666","28.0137127266334"
"16","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180626_20180712","2018-06-26","2018-07-12","3215","32","16","5218.38","77.25","1926.81","1.52","32.32","0","221.27","102.54","489.79","2457.82","1.71","0.42","0","13.22","5429.35","616.9","51657.25","7371.09","663.05","0","966.43","8.22","0","206.77","3942.61","1993.62","0","7.99","3590.86","3.22","1939.46","499.7","1778.37","0","71.09","0.11","0.32","3.45","0.09","0.02","0","0","1658.99","3.88","923.84","26.8","28.95","0","6161.7","69248.1","17555.62","86803.72","13293.46","100097.18","101472.217492708","96482","98.6449123447934","103.74699944031","5.21331370174464","0.0771750013337039","1.92493934394555","0.00151852429808712","0.0322886219172208","0","0.221055178577458","0.102440448372272","0.48931448418427","2.455433809424","0.00170833983534801","0.000419592240260914","0","0.013207165276784","5.42407888014428","0.616301078611805","51.6070982219479","7.36393372920196","0.662406273583332","0","0.965491735131799","0.00821201955939218","0","0.206569255997022","3.93878229136925","1.99168448102134","0","0.00798224285639216","3.58737379015073","0.00321687384200034","1.93757706261056","0.49921486299614","1.77664345788762","0","0.0710209818098772","0.00010989320578262","0.000319689325913078","0.00344665054500037","8.99126229130531e-05","1.99805828695674e-05","0","0","1.65737935873918","0.00387623307669607","0.922943083911055","0.0267739810452203","0.0289218937036987","0","6.15571787337066","69.1808700305044","17.5385760118317","86.7194460423361","13.2805539576639"
"17","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180712_20180728","2018-07-12","2018-07-28","3215","32","16","6976.99","1710.18","3608.68","92.41","429.24","164.68","3022.32","86.2","115.12","872.7","2.52","0.25","104.15","2.58","8960.54","8284.58","32637.17","4957.73","1127.53","2274.38","839.39","205.59","3.2","650.82","6995.73","3978.96","0.03","9.19","2019.95","175.47","735.77","255.64","1262.4","4.62","37.35","0","0","0","0","0","0","0","253.29","131.96","476.21","16.65","12.71","17.25","6533.22","54520.63","19793.97","74314.6","25730.75","100045.35","101472.217492708","96482","98.5938343243454","103.693279575465","6.97382736928803","1.70940478493003","3.60704420545283","0.0923681110616335","0.429045427898448","0.164605351473107","3.02094999917537","0.0861609260200499","0.115067816745106","0.872304409950088","0.00251885769803394","0.000249886676392256","0.104102789385014","0.00257883050036808","8.95647823711947","8.28082464602303","32.6223757525962","4.95548268860072","1.12701889693024","2.27334903621208","0.839009509187584","0.205496807197936","0.00319854945782088","0.650524986918433","6.99255887455039","3.97715635959093","2.99864011670707e-05","0.00918583422417934","2.01903436791415","0.175390460426197","0.735436479556521","0.255524119811665","1.26182776111034","0.00461790577972889","0.0373330694530031","0","0","0","0","0","0","0","0.253175185053578","0.131900183266888","0.475994136659025","0.0166424526477243","0.0127042386277823","0.0172421806710657","6.53025852775766","54.4959161020477","19.7849975036321","74.2809136056798","25.7190863943202"
"18","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180728_20180813","2018-07-28","2018-08-13","3215","32","16","5864.23","516.37","11139.43","55.58","598.85","0","328.34","239.32","1454.88","8585.99","13.83","36.18","0.01","88.07","1655.69","1682.44","28047.76","5526.22","1568.42","0.04","505.01","180.94","0.37","323.89","6376.31","5433.1","0","6.07","2051.19","2.48","712.09","503.08","3523.92","0","18.33","46.73","114.94","2353.36","5.61","6.47","0.07","37.31","3917.53","32.45","723.79","3.31","9.99","0","5756.46","51023.63","29215.79","80239.42","19807.03","100046.45","101472.217492708","96482","98.5949183649105","103.694419684501","5.86150732984529","0.516130257495393","11.1342581370953","0.055554195076387","0.598571963323037","0","0.328187556879829","0.239208887471769","1.45420452199953","8.58200365930026","0.0138235789475789","0.0361632021925816","9.99535715660076e-06","0.0880291104781829","1.65492128906123","1.68165886945514","28.0347378642621","5.52365426259503","1.56769180715558","3.9981428626403e-05","0.504775531765495","0.180855992391534","0.000369828214794228","0.323739622945142","6.3733495791205","5.43057749675276","0","0.00606718179405666","2.05023766460479","0.00247884857483699","0.711759387764384","0.502846427834271","3.52228389912886","0","0.0183214896680492","0.0467083039927954","0.114886635157969","2.3522673718058","0.00560739536485303","0.00646699608032069","6.99675000962053e-05","0.0372926775512774","3.91571115216982","0.0324349339731695","0.723453955637606","0.00330846321883485","0.00998536179944416","0","5.7537873657686","50.9999405276249","29.2022255662245","80.2021660938494","19.7978339061506"
"19","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180813_20180829","2018-08-13","2018-08-29","3215","32","16","10110.99","144.48","2119.1","37.97","276.04","0.05","1266.23","33.4","984.3","2516.58","252.58","12.44","0","11.2","956.17","1548.54","37944.22","9059.29","1903.27","1.22","505.33","165.43","20.21","202.4","3623.52","8466.23","0","6.43","6007.24","54.83","1829.27","402.74","2774.11","0","109.77","0.01","0","0.11","0","0","0","0","1070.95","125.09","1428.47","49.86","120.44","0.02","3945.12","59382.26","28855.48","88237.74","11847.91","100085.65","101472.217492708","96482","98.6335496286876","103.735049024689","10.1023373480614","0.144356358778706","2.117286544075","0.0379375065256608","0.275803774067511","4.99572116482233e-05","1.2651464021066","0.0333714173810132","0.983457668506924","2.51442639379372","0.252363850362165","0.012429354258078","0","0.011190415409202","0.955351741233633","1.54721481051479","37.9117485873349","9.05153735825266","1.90164124427428","0.00121895596421665","0.504897555243934","0.165288430459312","0.0201927049482119","0.202226792752008","3.6204191110314","8.45898487945075","0","0.00642449741796152","6.00209920203346","0.0547830782934417","1.82770457103491","0.402395348384109","2.77173600810905","0","0.109676062452509","9.99144232964466e-06","0","0.000109905865626091","0","0","0","0","1.07003351629329","0.124982952101525","1.42724756246275","0.0498173314556083","0.12033693141824","1.99828846592893e-05","3.94174389635277","59.3314426193965","28.8307864314215","88.162229050818","11.837770949182"
"20","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180829_20180914","2018-08-29","2018-09-14","3215","32","16","15099.86","99.87","1899.26","19.6","422.8","0","790.07","115.88","587.47","1827.56","248.22","45.5","4.16","36.9","1777.57","1840.04","30746.01","9526.25","1890.82","21.98","191.36","37.66","1.55","663.54","7306.47","5402.77","0","14.34","5331.76","21.93","1508.41","928","5680.89","0","82.18","0.03","0","1.26","0","0","0","0","1501.4","67.63","559.17","9.07","16.34","0.05","3692.28","63112.98","24794.73","87907.71","12110.2","100017.91","101472.217492708","96482","98.5667924397014","103.664839037333","15.0971560993426","0.0998521164859374","1.89891990344529","0.0195964902685929","0.422724290079647","0","0.789928523801387","0.115859249608395","0.587364802963789","1.8272327426158","0.24817555175868","0.0454918524092335","0.00415925507741564","0.0368933923934223","1.77725169422157","1.83971050784804","30.7405043756663","9.52454415414199","1.89048141477861","0.021976064086922","0.191325733561119","0.0376532563017963","0.00154972244471015","0.663421181266435","7.30516164554928","5.40180253716559","0","0.0143374321658991","5.33080525277923","0.0219260730403185","1.50813989214532","0.927833824961949","5.6798727347932","0","0.0821652841976002","2.9994627962132e-05","0","0.00125977437440954","0","0","0","0","1.5011311474115","0.0676178896359662","0.559069870586178","0.00906837585388457","0.0163370740300412","4.99910466035533e-05","3.69161883106736","63.1016784893826","24.7902900590504","87.891968548433","12.108031451567"
"21","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180914_20180930","2018-09-14","2018-09-30","3215","32","16","18777.89","157.7","2256.06","32.64","409.84","84.05","2045.39","31.29","57.95","2337.56","102.7","72.48","1.88","14.61","1757","309.73","22182.84","6871.69","5666.97","121.9","308.87","106.95","113.28","520.35","10353.33","6921.8","1.02","20.32","3930.43","81.61","953.79","623.56","7731.66","12.73","117.64","0","0","4.2","21.64","0.35","0","0","676.95","36.49","116.8","1.75","14.31","1.13","3891.49","62995.16","23456.32","86451.48","13403.14","99854.62","101472.217492708","96482","98.4058715452588","103.49559503327","18.8052290419812","0.157929598049645","2.2593446352307","0.0326875211182016","0.410436692864086","0.0841723697912025","2.04836791727814","0.031335555630776","0.0580343703676405","2.34096329243454","0.102849522636008","0.0725855248360066","0.00188273712322975","0.014631270941695","1.75955804548653","0.310180941052102","22.2151363652478","6.88169460762056","5.67522063576027","0.12207747623495","0.309319688963816","0.107105710281607","0.113444926233759","0.52110758620883","10.3684035851321","6.93187756360197","0.0010214850349438","0.0203495842255471","3.93615237832761","0.0817288173546702","0.955178638704949","0.624467851362311","7.74291665222901","0.0127485338184653","0.117811274030185","0","0","0.00420611484976859","0.0216715060354744","0.000350509570814049","0","0","0.677935582750202","0.0365431263971562","0.116970051060231","0.00175254785407025","0.0143308341667116","0.00113164518577107","3.89715568493476","63.0868756998925","23.4904704459343","86.5773461458268","13.4226538541732"
"22","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180610_20180626","2018-06-10","2018-06-26","3517","35","16","363.81","0.13","42.03","11.89","9.61","0","499.39","173.65","0.73","56.48","57.53","16.24","0","370.52","148.43","3.48","230.71","452.85","169.84","0","375.17","313.86","0.09","114.07","1218.34","446.8","0","1546.21","107.41","0.28","30.7","82.22","119.61","0","451.71","0","0","0","0","0","0","0","5632.3","7.82","123.97","760.04","348.53","0","24152.54","26085.74","7828.82","33914.56","4524.43","38438.99","41986.210195564","48704","91.5514637328739","78.9236818331143","0.946460872150907","0.000338198272119013","0.109342102901247","0.0309321342730389","0.0250006568851055","0","1.29917565471934","0.451754845795896","0.00189911337420676","0.14693414160986","0.149665743038514","0.0422487687631751","0","0.963917106042589","0.386144381004808","0.00905330759210895","0.600197872004441","1.17810067330073","0.441843034897639","0","0.976014198083769","0.816514689902102","0.000234137265313163","0.296755976158583","3.16954217579598","1.16236144602134","0","4.02250423333183","0.279429818525409","0.00072842704764095","0.0798668227234899","0.213897399489425","0.311168425601193","0","1.17513493460676","0","0","0","0","0","0","0","14.6525702158147","0.0203439268305437","0.322511075343031","1.97726319031796","0.906709567551072","0","62.8334407329641","67.8627091918908","20.3668722825444","88.2295814744352","11.7704185255648"
"23","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180626_20180712","2018-06-26","2018-07-12","3517","35","16","1521.79","0.5","43.74","173.2","121.55","0","4665.22","0.53","0.22","6.29","2.41","0.28","0","2.8","38.45","2.63","76.14","225.44","47.89","0","207.74","51.75","0.16","59.56","1055.02","651.69","0","765.08","98.03","0.42","34.25","296.89","252.67","0","428.41","0","0","0","0","0","0","0","2894.07","20.67","151.83","345.91","215.65","0","23829.94","26735.78","8991.27","35727.05","2561.77","38288.82","41986.210195564","48704","91.1937986821334","78.615349868594","3.97450221761862","0.00130586421832796","0.11423700181933","0.452351365228806","0.317455591475527","0","12.1842877372559","0.00138421607142764","0.000574580256064303","0.0164277718665658","0.00629426553234077","0.000731283962263658","0","0.00731283962263658","0.10042095838942","0.00686884578840507","0.198857003166982","0.588788058759711","0.125075674831452","0","0.542560465430901","0.135156946596944","0.000417876549864948","0.155554545687227","2.75542573524073","1.7020373048843","0","1.99818119231671","0.25602773864538","0.00109692594339549","0.0894516989554653","0.775396055558777","0.659905424089852","0","1.11889057954776","0","0","0","0","0","0","0","7.5585249166728","0.0539844267856779","0.396538728537469","0.90342298352365","0.56321923736485","0","62.2373319418044","69.8265969021767","23.4827555406513","93.309352442828","6.69064755717204"
"24","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180712_20180728","2018-07-12","2018-07-28","3517","35","16","4189.09","7.36","49.25","27.08","71.07","0","454.98","10.4","2.96","12.61","0.22","0.66","0","0.22","77.1","7.25","124.29","82.08","54.08","0","46.34","2.34","0.75","29.59","920.77","440.92","0","709.84","274.51","0.35","58.06","66.56","303.9","0","605.29","0","0","0","0","0","0","0","13042.24","42.91","190.71","229.83","211.89","0","16982.98","22523.99","14973.65","37497.64","1832.84","39330.48","41986.210195564","48704","93.6747561087459","80.7541064388962","10.651001462479","0.0187132219083011","0.125220948231499","0.0688524523473906","0.180699549052033","0","1.15681273149984","0.0264425961747734","0.00752596968051242","0.0320616478619127","0.000559362611389436","0.00167808783416831","0","0.000559362611389436","0.196031169718752","0.0184335406026064","0.316014449861787","0.20869310519475","0.137501500108821","0","0.117822106417211","0.00594958413932401","0.00190691799337308","0.0752342712318792","2.34111050767751","1.12106437551741","0","1.80480889122126","0.697957411147792","0.000889895063574103","0.147620878260321","0.169232615518549","0.772683170914771","0","1.53898452294505","0","0","0","0","0","0","0","33.1606428398535","0.109101134794185","0.484891107354907","0.584355949889246","0.538742471487762","0","43.1802001907935","57.2685357514071","38.0713634819611","95.3398992333681","4.66010076663188"
"25","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180728_20180813","2018-07-28","2018-08-13","3517","35","16","11057.55","315.55","44.68","74.37","32.36","0","5530.77","12.47","38.34","4.46","0.84","0","0","5.49","141.29","19.12","83.76","67.28","39.11","0","120.88","28.75","0.02","11.6","107.87","337.78","0","845.79","681.68","3.45","18.32","48.23","103.04","0","232.87","0","0","0","0","0","0","0","7330.3","257.24","65.02","11.63","56.97","0","11741.78","23132.34","14773.85","37906.19","1564.47","39470.66","41986.210195564","48704","94.0086276331037","81.0419267411301","28.0146062923701","0.799454582213725","0.113198005809885","0.188418435364395","0.0819849478068013","0","14.0123575334185","0.0315930871183811","0.0971354418699865","0.011299532361506","0.00212816304566481","0","0","0.0139090656198807","0.357962091335691","0.0484410445632275","0.212208257982005","0.17045572584801","0.0990862579951792","0","0.306252796380907","0.0728389137653133","5.06705487063049e-05","0.0293889182496568","0.273291604447455","0.855774897100783","0","2.14283216951528","1.7270549821057","0.00874066965183759","0.0464142226149753","0.122192028205254","0.261054666934883","0","0.589982533861861","0","0","0","0","0","0","0","18.5715161590913","0.651724597460493","0.164729953844197","0.0294649240727163","0.144335057989909","0","29.7481217694358","58.6064180330402","37.4299543002321","96.0363723332724","3.96362766672764"
"26","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180813_20180829","2018-08-13","2018-08-29","3517","35","16","10030.78","105.62","125.17","33.99","44.51","0","8071.28","67.36","99.35","289.77","4.7","0.26","0","172.28","26.95","2.54","115.25","23.25","15.86","0","44.01","4.1","1.05","8.81","175.3","64.48","0","56.48","140.07","1.59","54.31","13.7","117.89","0","241.89","0","0","0","0","0","0","0","3008.91","145.18","204.13","83","98.68","0","14961.94","25500.51","12159.4","37659.91","994.53","38654.44","41986.210195564","48704","92.064608403461","79.3660479632063","25.9498779441637","0.27324157328369","0.323817910697969","0.0879329774276901","0.115148479708929","0","20.8806025905433","0.174261999397741","0.257020926962077","0.749642214451949","0.0121590171788804","0.000672626482235935","0","0.445692655229257","0.0697203219086863","0.00657104332645874","0.298154623375736","0.0601483296614826","0.041030215416392","0","0.11385496724309","0.0106068022198744","0.00271637617826051","0.0227916896480715","0.453505470522921","0.166811367594512","0","0.146115168141098","0.362364582179951","0.00411336964136591","0.14050132403936","0.0354422415639704","0.304984369195363","0","0.62577546072327","0","0","0","0","0","0","0","7.78412518717125","0.375584279580819","0.528089399303159","0.214723069329164","0.255287620257854","0","38.7069118062505","65.9704551404703","31.4566709542293","97.4271260946996","2.5728739053004"
"27","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180829_20180914","2018-08-29","2018-09-14","3517","35","16","166.58","8.07","55.46","20.96","36.44","0","9896.93","6.02","2.64","90.16","41.46","2.83","0","212.64","39.84","3.71","98.18","203.08","47.4","0","405.7","5.82","0","20.05","14.15","19.97","0","274.04","45.17","0.28","10.18","4.82","21.11","0","260.51","0","0","0","0","0","0","0","347.1","57.21","400.75","130.74","80.82","0","22599.91","22902.57","10934.5","33837.07","1793.66","35630.73","41986.210195564","48704","84.8629343635414","73.1577077858081","0.467517785911207","0.0226489886679279","0.155652157561745","0.0588256260817558","0.102271269771908","0","27.7763885275435","0.0168955281017257","0.00740933458281658","0.253040002267705","0.116360231743778","0.00794258214748898","0","0.596788221852317","0.111813594613414","0.0104123603417612","0.275548662629141","0.569957449650905","0.133031234555116","0","1.13862387888208","0.0163342148757547","0","0.056271650903588","0.0397129107374449","0.0560471256131996","0","0.769111382225399","0.12677259208554","0.000785838516359334","0.0285708432019215","0.0135276487459","0.0592466110012341","0","0.731138542488464","0","0","0","0","0","0","0","0.974159103672588","0.160563648288991","1.1247313765393","0.366930455817212","0.226826674614862","0","63.428141943766","64.2775772486278","30.6883973468969","94.9659745955247","5.03402540447529"
"28","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180914_20180930","2018-09-14","2018-09-30","3517","35","16","442.84","5.31","100.04","21.92","44.33","0","16.63","19.58","9.7","42.31","0.29","0.55","0","0","190.53","16.41","248.16","162.95","69.79","0","0","10.77","0.65","51.63","331.92","20.56","0","0","50","0.65","21.29","90.82","46.08","0","0","0","0","0","0","0","0","0","11282.22","114.72","192.1","282.95","58.22","0","22204.13","23282.83","11714.93","34997.76","1152.29","36150.05","41986.210195564","48704","86.099816657945","74.2239857095926","1.22500522129292","0.0146887763640714","0.276735440199944","0.0606361540302157","0.122627769532822","0","0.0460027026242011","0.0541631339375741","0.0268326046575316","0.117039948769089","0.000802211891823109","0.00152143634656107","0","0","0.527053212927783","0.0453941280855766","0.686472079568355","0.450760095767502","0.193056441139086","0","0","0.0297924899135686","0.0017980611368449","0.142821379223542","0.918173003910091","0.0568740568823556","0","0","0.138312395141915","0.0017980611368449","0.0588934178514276","0.251230634535775","0.127468703362789","0","0","0","0","0","0","0","0","0","31.2094174143604","0.317343959413611","0.531396222135239","0.782709844108099","0.161050952903246","0","61.4221280468492","64.4060796596409","32.4064005443976","96.8124802040384","3.18751979596155"
"29","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","20180610_20180626","2018-06-10","2018-06-26","3518","35","16","1234.81","14.24","149.77","9.04","13.75","0","1262.03","187.72","6.91","153.26","36.72","8.61","0","767.48","167.17","23.26","205.84","118.35","62.36","0","264.03","107.83","0.51","81.51","308.13","197.88","0","461.74","248.97","2.58","94.38","14.54","83.36","0","484.25","0","0","0","0","0","0","0","8037.39","78.86","314.91","176.82","183.86","0","22827.28","24666.33","10785.53","35451.86","2938.29","38390.15","40661.3431182939","42918","94.4143676914792","89.4499976699753","3.21647610129161","0.0370928480352382","0.390126113078485","0.0235477068987748","0.0358164789666099","0","3.28737970547132","0.488979595026328","0.0179994087024927","0.399216986648919","0.095649535102103","0.0224276279201826","0","1.99915863834864","0.435450239188959","0.0605884582373343","0.536179202217235","0.308282202596239","0.162437500244203","0","0.687754541203929","0.28087934014324","0.00132846576530699","0.212320087314064","0.802627757380474","0.515444716939111","0","1.20275643622127","0.648525728604863","0.00672047387155299","0.245844311626811","0.0378742984854188","0.217139031756844","0","1.26139126833315","0","0","0","0","0","0","0","20.936073445923","0.205417275004135","0.820288537554555","0.460586895336434","0.478924932567338","0","59.4612941079938","64.2517156093425","28.0945242464538","92.3462398557963","7.65376014420366"
