"","sensor","model","rows","prov","time_lag","area_ha_101","area_ha_102","area_ha_103","area_ha_104","area_ha_105","area_ha_106","area_ha_107","area_ha_201","area_ha_202","area_ha_203","area_ha_204","area_ha_205","area_ha_206","area_ha_207","area_ha_301","area_ha_302","area_ha_303","area_ha_304","area_ha_305","area_ha_306","area_ha_307","area_ha_401","area_ha_402","area_ha_403","area_ha_404","area_ha_405","area_ha_406","area_ha_407","area_ha_501","area_ha_502","area_ha_503","area_ha_504","area_ha_505","area_ha_506","area_ha_507","area_ha_601","area_ha_602","area_ha_603","area_ha_604","area_ha_605","area_ha_606","area_ha_607","area_ha_701","area_ha_702","area_ha_703","area_ha_704","area_ha_705","area_ha_706","area_ha_707","area_ha_total_nochange","area_ha_total_correct","area_ha_total_true","area_ha_total_incorrect","area_ha_total_all","area_RS","area_BPS","compare_total_RS","compare_total_BPS","pct_101","pct_102","pct_103","pct_104","pct_105","pct_106","pct_107","pct_201","pct_202","pct_203","pct_204","pct_205","pct_206","pct_207","pct_301","pct_302","pct_303","pct_304","pct_305","pct_306","pct_307","pct_401","pct_402","pct_403","pct_404","pct_405","pct_406","pct_407","pct_501","pct_502","pct_503","pct_504","pct_505","pct_506","pct_507","pct_601","pct_602","pct_603","pct_604","pct_605","pct_606","pct_607","pct_701","pct_702","pct_703","pct_704","pct_705","pct_706","pct_707","pct_total_nochange","pct_total_correct","pct_total_true","pct_total_incorrect"
"1","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","21","32","16","426102.53","7000.92","72892.21","1393.01","7662.9","567.79","36772.3","2421.95","10179.79","45538.35","3678.06","566.62","146.27","930.77","52534.4","30688.96","485705.56","137019.57","36768.86","2969.92","11533.54","3636.65","342.21","9400.2","133144.95","133933.17","69.62","36772.3","117119.3","1710.31","34204","9865.3","90780.8","84.84","3723.58","162.82","155.47","3065.2","151.03","167.87","11.48","43.13","21597.2","1214.53","14593.19","446.03","1043.95","23.55","135184.41","1281109.52","515635.14","1796744.66","328976.71","2125721.37","84154.4158190139","87336","2525.97721618277","2433.95778373179","20.0450790970785","0.329343257249185","3.42905759092971","0.0655311660154219","0.360484685723416","0.0267104620583459","1.72987393921716","0.113935440184242","0.478886374464025","2.14225394930287","0.173026439490515","0.0266554219191954","0.0068809582508925","0.0437860771941151","2.47136810785319","1.44369626391816","22.8489757338235","6.44579162319848","1.72971211179949","0.139713512876808","0.542570638032396","0.171078394907419","0.0160985350587128","0.442212235933819","6.26351844033068","6.30059855869069","0.00327512349372486","1.72987393921716","5.50962612752959","0.0804578635816226","1.60905377735371","0.464091867317493","4.27058791811459","0.00399111573122116","0.175167830203448","0.00765951748417527","0.00731375250746056","0.144195756003526","0.00710488223581249","0.00789708389674795","0.000540051963630586","0.00202895829193268","1.01599392586433","0.0571349574380014","0.686505306196362","0.0209825241583755","0.0491103874069818","0.0011078592111063","6.35946045929811","60.267048075073","24.2569485952903","84.5239966703632","15.4760033296368"
"2","S2_MOD13Q1_S1","svmRadialMOD13Q1_S1","28","35","16","323011.89","2516.67","6052.28","1170.27","2750.79","12.33","153178.06","3038.84","6872.5","7667.31","1307.11","206.29","0","4909.33","8431.9","2730.24","22293.99","18298.26","3812.38","0.12","6059.24","1600.68","32.08","1534.8","28408.56","15029.12","0","153178.06","12386.71","144.28","1791.96","2605.1","6352.57","1.15","11360.22","13.44","0.06","2.85","0.62","0.7","0.02","1.45","21597.2","4995.84","10959.75","4328.64","3184.44","3.6","480711.64","867651.17","250245.23","1117896.4","216648.94","1334545.34","84154.4158190139","87336","1585.82924854488","1528.05869286434","24.2038902927045","0.188578830899818","0.453508758271188","0.087690538861722","0.206121884176674","0.00092391016104406","11.4779210124101","0.227706014094658","0.514969390249416","0.574526002990651","0.0979442182159206","0.0154576988744346","0","0.367865358549751","0.631818174120633","0.204582033908267","1.67053072921449","1.37112314220812","0.285668825609177","8.99182638485703e-06","0.454030284201509","0.119941972147608","0.00240381492021845","0.115005459462321","2.12870699469828","1.12616031464319","0","11.4779210124101","0.92815954832977","0.0108111725900598","0.13427494340507","0.195205057626592","0.476010054480427","8.61716695215466e-05","0.851242716114838","0.00100708455510399","4.49591319242852e-06","0.000213555876640354","4.64577696550947e-05","5.24523205783327e-05","1.49863773080951e-06","0.000108651235483689","1.61831893999195","0.374347716054368","0.821234743511974","0.324353161354563","0.238616096774951","0.000269754791545711","36.0206300671658","65.0147390271506","18.7513471816551","83.7660862088058","16.2339137911942"
