"","paddy_raster_df","Freq"
"1","101",1990.85
"2","102",1100.73
"3","103",7903.09
"4","104",18.85
"5","105",753.91
"6","106",0.06
"7","107",1400.65
"8","201",27.87
"9","202",907.35
"10","203",2936.09
"11","204",172.9
"12","205",10.23
"13","207",196.87
"14","301",220.59
"15","302",2326.61
"16","303",29532.63
"17","304",5164.09
"18","305",828.12
"19","307",2093.65
"20","401",25.54
"21","402",12.7
"22","403",472.53
"23","404",5434.91
"24","405",4986.94
"25","407",255.97
"26","501",1187.78
"27","502",600.82
"28","503",2438.25
"29","504",57.67
"30","505",1569.54
"31","507",322.23
"32","601",0.03
"33","603",0.51
"34","607",0.02
"35","701",482.73
"36","702",46.52
"37","703",487.79
"38","704",20.79
"39","705",64.35
"40","707",11947.38
