"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",1,0.909090909090909,0.8,1,0.8,1,0.888888888888889,0.266666666666667,0.266666666666667,0.333333333333333,0.954545454545455
"Class: 2",1,0.973684210526316,0.875,1,0.875,1,0.933333333333333,0.155555555555556,0.155555555555556,0.177777777777778,0.986842105263158
"Class: 3",0.444444444444444,0.972222222222222,0.8,0.875,0.8,0.444444444444444,0.571428571428571,0.2,0.0888888888888889,0.111111111111111,0.708333333333333
"Class: 4",1,0.941176470588235,0.846153846153846,1,0.846153846153846,1,0.916666666666667,0.244444444444444,0.244444444444444,0.288888888888889,0.970588235294118
"Class: 5",0.666666666666667,1,1,0.951219512195122,1,0.666666666666667,0.8,0.133333333333333,0.0888888888888889,0.0888888888888889,0.833333333333333
