"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.583333333333333,0.818181818181818,0.538461538461539,0.84375,0.538461538461538,0.583333333333333,0.56,0.266666666666667,0.155555555555556,0.288888888888889,0.700757575757576
"Class: 2",0.428571428571429,0.894736842105263,0.428571428571429,0.894736842105263,0.428571428571429,0.428571428571429,0.428571428571429,0.155555555555556,0.0666666666666667,0.155555555555556,0.661654135338346
"Class: 3",0.333333333333333,0.888888888888889,0.428571428571428,0.842105263157895,0.428571428571429,0.333333333333333,0.375,0.2,0.0666666666666667,0.155555555555556,0.611111111111111
"Class: 4",1,0.911764705882353,0.785714285714286,1,0.785714285714286,1,0.88,0.244444444444444,0.244444444444444,0.311111111111111,0.955882352941176
"Class: 5",0.5,0.974358974358974,0.75,0.926829268292683,0.75,0.5,0.6,0.133333333333333,0.0666666666666667,0.0888888888888889,0.737179487179487
