"","paddy_raster_df","Freq"
"1","101",7585.53
"2","102",51.38
"3","103",631.2
"4","104",8.83
"5","105",47.33
"6","107",6612.67
"7","201",16.62
"8","202",25.44
"9","203",59.07
"10","204",0.04
"11","205",0.11
"12","207",27.93
"13","301",1138.81
"14","302",227.24
"15","303",2641.63
"16","304",94.44
"17","305",204.38
"18","306",0.02
"19","307",908.35
"20","401",0.1
"21","403",3.87
"22","404",16.93
"23","405",51.97
"24","407",64.57
"25","501",457.04
"26","502",1.19
"27","503",197.53
"28","504",20.36
"29","505",230.45
"30","507",566.81
"31","701",8039.95
"32","702",188.24
"33","703",3589.73
"34","704",3.86
"35","705",51.1
"36","707",14966.98
