"","paddy_raster_df","Freq"
"1","101",14373.95
"2","102",89.14
"3","103",1670.86
"4","104",7.1
"5","105",352.68
"6","107",777.83
"7","201",103.65
"8","202",578.36
"9","203",1920.66
"10","204",159.13
"11","205",30.96
"12","206",4.16
"13","207",36.73
"14","301",2339.38
"15","302",1776.87
"16","303",33299.84
"17","304",8043.83
"18","305",1602.09
"19","306",21.98
"20","307",206.08
"21","401",15.1
"22","402",0.01
"23","403",1263.02
"24","404",7110.72
"25","405",5005.18
"26","407",14.17
"27","501",5223.14
"28","502",19.11
"29","503",1604.05
"30","504",863.81
"31","505",5577.05
"32","507",80.04
"33","601",0.03
"34","603",1.26
"35","701",1488.11
"36","702",65.43
"37","703",583.82
"38","704",2.76
"39","705",13.49
"40","706",0.05
"41","707",3692.28
