"","paddy_raster_df","Freq"
"1","101",23558.92
"2","102",56.77
"3","103",1713.22
"4","104",8.29
"5","105",379.29
"6","107",1633.61
"7","201",90.45
"8","202",117.7
"9","203",508.48
"10","204",13.96
"11","205",83.56
"12","207",42.79
"13","301",1947.77
"14","302",258.48
"15","303",14466.16
"16","304",2768.38
"17","305",1985.09
"18","307",196.74
"19","401",11.75
"20","402",2.8
"21","403",2539.28
"22","404",7156.47
"23","405",7795.72
"24","407",17.01
"25","501",4153.85
"26","502",27.99
"27","503",2085.63
"28","504",707.76
"29","505",4641.91
"30","507",99.15
"31","701",1060.48
"32","702",52.08
"33","707",7832.25
