"","namefile","size","masking","sampling","source","method","Count.Train","Count.Test","NoOfCoef","preProc","model","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa"
"43","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0029.csv","100","WithMasking","LOOCV","v6","noProc",423,45,5,"noProc","Phase ~ TIME0 + NDVI + EVI + NDVI_1 + EVI_1",0.8274231678487,0.780473759792979,0.822222222222222,0.772296015180266
"44","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0030.csv","100","WithMasking","LOOCV","v6","noProc",423,45,4,"noProc","Phase ~ NDVI + EVI + NDVI_1 + EVI_1",0.829787234042553,0.78354252249435,0.755555555555556,0.692737430167598
"45","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0031.csv","100","WithMasking","LOOCV","v6","noProc",423,45,1,"noProc","Phase ~ DTNDVI",0.446808510638298,0.279837606588865,0.488888888888889,0.331826985151711
"46","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0032.csv","100","WithMasking","LOOCV","v6","noProc",423,45,1,"noProc","Phase ~ DTEVI",0.446808510638298,0.288242358000101,0.377777777777778,0.183937823834197
"47","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0033.csv","100","WithMasking","LOOCV","v6","noProc",423,45,2,"noProc","Phase ~ DTNDVI + DTEVI",0.513002364066194,0.374130017884462,0.511111111111111,0.366197183098592
"48","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0034.csv","100","WithMasking","LOOCV","v6","noProc",423,45,2,"noProc","Phase ~ NDVI + DTNDVI",0.666666666666667,0.562866000688942,0.644444444444444,0.534282018111255
"49","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0035.csv","100","WithMasking","LOOCV","v6","noProc",423,45,2,"noProc","Phase ~ EVI + DTEVI",0.713947990543735,0.634119665451426,0.711111111111111,0.630214917825537
"50","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0036.csv","100","WithMasking","LOOCV","v6","noProc",423,45,2,"noProc","Phase ~ TIME0 + DTNDVI",0.531914893617021,0.395840697112437,0.444444444444444,0.276992287917738
"51","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0037.csv","100","WithMasking","LOOCV","v6","noProc",423,45,2,"noProc","Phase ~ TIME0 + DTEVI",0.51063829787234,0.373871071543495,0.4,0.2156229825694
"52","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0038.csv","100","WithMasking","LOOCV","v6","noProc",423,45,3,"noProc","Phase ~ TIME0 + DTNDVI + DTEVI",0.583924349881797,0.466620814168422,0.533333333333333,0.385964912280702
"53","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0039.csv","100","WithMasking","LOOCV","v6","noProc",423,45,3,"noProc","Phase ~ TIME0 + NDVI + DTNDVI",0.699763593380615,0.612164747500271,0.6,0.476744186046512
"54","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0040.csv","100","WithMasking","LOOCV","v6","noProc",423,45,3,"noProc","Phase ~ TIME0 + EVI + DTEVI",0.713947990543735,0.633469872960857,0.666666666666667,0.572514249525016
"55","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0041.csv","100","WithMasking","LOOCV","v6","noProc",423,45,3,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI",0.591016548463357,0.479937745181648,0.511111111111111,0.367816091954023
"56","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0042.csv","100","WithMasking","LOOCV","v6","noProc",423,45,3,"noProc","Phase ~ TIME1 + TIME0 + DTEVI",0.598108747044917,0.487681851213291,0.577777777777778,0.455414012738853
"57","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0043.csv","100","WithMasking","LOOCV","v6","noProc",423,45,4,"noProc","Phase ~ TIME1 + TIME0 + DTNDVI + DTEVI",0.624113475177305,0.522037294977117,0.577777777777778,0.449452672247263
"58","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0044.csv","100","WithMasking","LOOCV","v6","noProc",423,45,4,"noProc","Phase ~ TIME1 + TIME0 + NDVI + DTNDVI",0.737588652482269,0.662325240204821,0.666666666666667,0.562256809338521
"59","WithMasking_LOOCV_S1_MOD13Q1_ML_v6_svmRadial_noProc_0045.csv","100","WithMasking","LOOCV","v6","noProc",423,45,4,"noProc","Phase ~ TIME1 + TIME0 + EVI + DTEVI",0.732860520094563,0.65709673948133,0.644444444444444,0.539641943734015
