"","x"
"Accuracy",0.615942028985507
"Kappa",0.508137188971083
"AccuracyLower",0.529387844725614
"AccuracyUpper",0.697406826271322
"AccuracyNull",0.268115942028986
"AccuracyPValue",1.23637979858495e-17
"McnemarPValue",NA
