"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.mtry","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"1","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",1,0.448484848484848,0.295649114577225,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"2","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",2,0.460606060606061,0.311250512985871,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"3","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",3,0.427272727272727,0.269877317849785,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"4","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",4,0.439393939393939,0.285822912157973,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"5","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",5,0.439393939393939,0.28695733423656,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"6","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",6,0.427272727272727,0.269723438634288,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"7","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",7,0.442424242424242,0.290023852953557,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"8","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",8,0.445454545454545,0.293163383545771,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"9","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",9,0.439393939393939,0.285630704423122,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
"10","Phase ~ TIME2 + TIME1 + TIME0","rf",330,138,3,"noProc",10,0.439393939393939,0.283862567302842,0.478260869565217,0.33135935397039,0.39257267520246,0.564902007837798,0.268115942028986,1.09324674310599e-07,0.37930098340783,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.732673267326733,0.94017094017094,0.936936936936937,0.817307692307692,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.804347826086956,0.909090909090909,0.88135593220339,0.833333333333333,0.899159663865546,0.41304347826087,0.588235294117647,0.65,0.472222222222222,0.368421052631579,0.513513513513513,0.476190476190476,0.481481481481481,0.5,0.368421052631579,0.457831325301205,0.526315789473684,0.553191489361702,0.485714285714286,0.368421052631579,0.268115942028986,0.152173913043478,0.195652173913043,0.246376811594203,0.13768115942029,0.13768115942029,0.072463768115942,0.0942028985507246,0.123188405797101,0.0507246376811594,0.333333333333333,0.123188405797101,0.144927536231884,0.260869565217391,0.13768115942029,0.623093390420123,0.708180708180708,0.709209209209209,0.658653846153846,0.633790358248563
