"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.513513513513513,0.732673267326733,0.41304347826087,0.804347826086956,0.41304347826087,0.513513513513513,0.457831325301205,0.268115942028986,0.13768115942029,0.333333333333333,0.623093390420123
"Class: 2",0.476190476190476,0.94017094017094,0.588235294117647,0.909090909090909,0.588235294117647,0.476190476190476,0.526315789473684,0.152173913043478,0.072463768115942,0.123188405797101,0.708180708180708
"Class: 3",0.481481481481481,0.936936936936937,0.65,0.88135593220339,0.65,0.481481481481481,0.553191489361702,0.195652173913043,0.0942028985507246,0.144927536231884,0.709209209209209
"Class: 4",0.5,0.817307692307692,0.472222222222222,0.833333333333333,0.472222222222222,0.5,0.485714285714286,0.246376811594203,0.123188405797101,0.260869565217391,0.658653846153846
"Class: 5",0.368421052631579,0.899159663865546,0.368421052631579,0.899159663865546,0.368421052631579,0.368421052631579,0.368421052631579,0.13768115942029,0.0507246376811594,0.13768115942029,0.633790358248563
