"","paddy_raster_df","Freq"
"1","101",9290.57
"2","102",75.9
"3","103",357.06
"4","104",15.82
"5","105",85.41
"6","106",0.02
"7","107",6950.03
"8","201",60.01
"9","202",39.97
"10","203",88.64
"11","204",1.57
"12","205",3.44
"13","207",35.97
"14","301",1180.74
"15","302",202.08
"16","303",969.36
"17","304",77.27
"18","305",143.07
"19","307",462.92
"20","401",4.28
"21","402",0.06
"22","403",4.27
"23","404",24.12
"24","405",61.71
"25","407",78.74
"26","501",703.16
"27","502",2.17
"28","503",43.66
"29","504",23.3
"30","505",253.85
"31","507",652.67
"32","701",10689.33
"33","702",201.67
"34","703",926.44
"35","704",3.86
"36","705",51.58
"37","707",14966.98
