"","paddy_raster_df","Freq"
"1","101",624.04
"2","102",98.55
"3","103",133.92
"4","104",15.17
"5","105",31.29
"6","107",3874.5
"7","201",36.72
"8","202",7.27
"9","203",36.83
"10","204",2.42
"11","205",0.83
"12","207",94.72
"13","301",37.09
"14","302",17
"15","303",155.44
"16","304",180.22
"17","305",105.04
"18","307",262.13
"19","401",79.19
"20","402",9.73
"21","403",152.4
"22","404",483.71
"23","405",253.15
"24","407",632.93
"25","501",18.22
"26","502",3.35
"27","503",11.19
"28","504",12.36
"29","505",24.37
"30","507",139.95
"31","701",1989.3
"32","702",182.46
"33","703",720.55
"34","704",427.59
"35","705",380.02
"36","707",23651.52
