"","paddy_raster_df","Freq"
"1","101",55767.63
"2","102",287.92
"3","103",1381.33
"4","104",24.33
"5","105",159.29
"6","106",60.71
"7","107",12785.79
"8","201",167.88
"9","202",10.58
"10","203",267.62
"11","204",257.79
"12","205",25.29
"13","206",2.59
"14","207",8.16
"15","301",4686.37
"16","302",132.26
"17","303",2731.93
"18","304",4144.35
"19","305",1354.74
"20","306",46.59
"21","307",60.32
"22","401",1006.51
"23","402",2.16
"24","403",233
"25","404",1918.45
"26","405",5015.87
"27","406",12.71
"28","407",8.42
"29","501",14410.38
"30","502",279.96
"31","503",614.03
"32","504",396.01
"33","505",1714.44
"34","506",47.68
"35","507",36.64
"36","606",0.04
"37","701",286.91
"38","702",20.34
"39","703",311.73
"40","704",42.52
"41","705",12.69
"42","706",0.22
"43","707",3064.94
