"","paddy_raster_df","Freq"
"1","101",3743.2
"2","102",1069.19
"3","103",14855.94
"4","104",1.4
"5","105",395.71
"6","106",1.62
"7","107",934.04
"8","201",27.87
"9","202",451.15
"10","203",3275.42
"11","204",87.5
"12","205",11.15
"13","206",0.06
"14","207",42.18
"15","301",627.34
"16","302",1340.4
"17","303",40994.32
"18","304",3224.34
"19","305",1182.26
"20","306",2.11
"21","307",856.13
"22","401",14.49
"23","402",0.05
"24","403",148.31
"25","404",2775.06
"26","405",3484.96
"27","406",0.01
"28","407",28.3
"29","501",2352.69
"30","502",166.9
"31","503",6771.55
"32","504",66.42
"33","505",2765.91
"34","506",0.17
"35","507",116.09
"36","601",5.06
"37","602",0.96
"38","603",397.05
"39","605",2.54
"40","607",1.02
"41","701",616.37
"42","702",4.67
"43","703",333.63
"44","704",4.21
"45","705",37.89
"46","706",0.02
"47","707",6826.63
