"","paddy_raster_df","Freq"
"1","101",1982.36
"2","102",1097.66
"3","103",7918.04
"4","104",18.5
"5","105",752.42
"6","106",0.06
"7","107",1400.6
"8","201",26.01
"9","202",905.12
"10","203",2939.27
"11","204",172.58
"12","205",10.08
"13","207",196.91
"14","301",189
"15","302",2321.21
"16","303",29573.56
"17","304",5163.24
"18","305",827.02
"19","307",2093.57
"20","401",25.34
"21","402",12.12
"22","403",471.56
"23","404",5434.63
"24","405",4986.56
"25","407",255.97
"26","501",1187.34
"27","502",600.87
"28","503",2439.56
"29","504",57.46
"30","505",1569.08
"31","507",322.32
"32","601",0.03
"33","603",0.51
"34","607",0.02
"35","701",482.07
"36","702",46.37
"37","703",488.67
"38","704",20.75
"39","705",64.32
"40","707",11947.38
