"","paddy_raster_df","Freq"
"1","101",8969.64
"2","102",9.04
"3","103",304.83
"4","104",5.64
"5","105",26.49
"6","107",5559.75
"7","201",691.66
"8","202",28.59
"9","203",117.41
"10","204",16.23
"11","205",37.11
"12","207",1042.11
"13","301",1310.01
"14","302",221.13
"15","303",1636.69
"16","304",642.75
"17","305",463.76
"18","307",1558.35
"19","401",30.44
"20","403",103.89
"21","404",313.77
"22","405",216.65
"23","407",641.3
"24","501",284.84
"25","502",0.56
"26","503",131.02
"27","504",20.32
"28","505",135.41
"29","507",812.4
"30","701",19758.24
"31","702",253.14
"32","703",739.64
"33","704",7.52
"34","705",17.2
"35","707",24890.44
