,sensor,model,period_start,start_first,start_last,period_end,end_first,end_last,rows,regions,prov,time_lag,area_ha_101,area_ha_102,area_ha_103,area_ha_104,area_ha_105,area_ha_106,area_ha_107,area_ha_201,area_ha_202,area_ha_203,area_ha_204,area_ha_205,area_ha_206,area_ha_207,area_ha_301,area_ha_302,area_ha_303,area_ha_304,area_ha_305,area_ha_306,area_ha_307,area_ha_401,area_ha_402,area_ha_403,area_ha_404,area_ha_405,area_ha_406,area_ha_407,area_ha_501,area_ha_502,area_ha_503,area_ha_504,area_ha_505,area_ha_506,area_ha_507,area_ha_601,area_ha_602,area_ha_603,area_ha_604,area_ha_605,area_ha_606,area_ha_607,area_ha_701,area_ha_702,area_ha_703,area_ha_704,area_ha_705,area_ha_706,area_ha_707,area_ha_total_nochange,area_ha_total_correct,area_ha_total_true,area_ha_total_incorrect,area_ha_total_all,area_RS,area_BPS,compare_total_RS,compare_total_BPS,pct_101,pct_102,pct_103,pct_104,pct_105,pct_106,pct_107,pct_201,pct_202,pct_203,pct_204,pct_205,pct_206,pct_207,pct_301,pct_302,pct_303,pct_304,pct_305,pct_306,pct_307,pct_401,pct_402,pct_403,pct_404,pct_405,pct_406,pct_407,pct_501,pct_502,pct_503,pct_504,pct_505,pct_506,pct_507,pct_601,pct_602,pct_603,pct_604,pct_605,pct_606,pct_607,pct_701,pct_702,pct_703,pct_704,pct_705,pct_706,pct_707,pct_total_nochange,pct_total_correct,pct_total_true,pct_total_incorrect
168,S2,svmRadialS2,20180817_20180817,08/17/2018,08/17/2018,20180906_20180906,09/06/2018,09/06/2018,4,3517|3518|3522|3524,35,20,107857.12,958.78,3873.88,3298.11,4268.05,3321.83,9762.69,360.14,905.12,1632.11,496.09,18.19,82.3,77.83,3001.7,427.58,6924.61,4686.17,2056.85,326.44,604.89,1553.81,61.12,432.42,8966.54,7250.18,272.45,9762.69,16635.48,180.96,1915.94,2716.87,7519.4,658.48,1453.09,53.74,10.69,68.57,20.03,4.71,82.31,5.15,18048.34,101.31,1004.82,1304.26,1685.08,205.65,16942.64,149197.74,65893.64,215091.38,38765.83,253857.21,84154.41582,87336,301.6564342,290.6673193,42.48731797,0.377684762,1.526007475,1.299198869,1.681279803,1.308542704,3.845740682,0.141867154,0.356546895,0.642924422,0.195420882,0.007165445,0.0324198,0.030658968,1.182436378,0.16843327,2.72775786,1.845986569,0.810238953,0.128591975,0.238279622,0.612080311,0.024076527,0.170339854,3.532119493,2.856007123,0.107324113,3.845740682,6.553085492,0.071284168,0.75473137,1.070235508,2.962058868,0.259389915,0.572404463,0.021169381,0.004211029,0.027011248,0.007890262,0.001855374,0.032423739,0.0020287,7.109642464,0.039908262,0.395820942,0.513777017,0.663790483,0.081010108,6.674082647,58.77230747,25.95697006,84.72927753,15.27072247
169,S2,svmRadialS2,20180822_20180822,08/22/2018,08/22/2018,20180911_20180911,09/11/2018,09/11/2018,4,3517|3518|3522|3524,35,20,112535.32,494.73,3324.21,2363.26,4140.89,856.19,6033.18,174.27,513.79,1411.34,278.39,10.85,20.04,46.24,3033.96,274.32,8877.49,4924.78,2244.48,84.91,366.27,1364.63,10.48,255.26,10034.67,6936.88,29.64,6033.18,16398.25,67.59,2614.59,2618.46,9194.21,127.2,644.61,120.22,3.54,61.34,25.68,29.27,89.29,5.22,18048.34,29.47,744.73,786.08,1023.87,13.68,20569.29,161814.06,56526.69,218340.75,31547.83,249888.58,84154.41582,87336,296.9405438,286.1232252,45.03419884,0.197980236,1.330276878,0.945725491,1.657094534,0.342628703,2.414348027,0.069739081,0.205607635,0.564787715,0.111405651,0.004341935,0.008019574,0.018504247,1.214125111,0.109776925,3.552579314,1.970790342,0.898192306,0.033979144,0.146573325,0.546095384,0.004193869,0.102149526,4.015657698,2.775989203,0.011861286,2.414348027,6.562224652,0.027048055,1.046302316,1.047851006,3.679323801,0.050902686,0.257958967,0.048109441,0.001416631,0.02454694,0.01027658,0.01171322,0.035731925,0.002088931,7.222554948,0.011793256,0.298024824,0.314572199,0.409730609,0.00547444,8.231384563,64.75448378,22.62075762,87.3752414,12.6247586
170,S2,svmRadialS2,20180827_20180827,08/27/2018,08/27/2018,20180916_20180916,09/16/2018,09/16/2018,4,3517|3518|3522|3524,35,20,28725.92,363.14,1968.96,72.93,813.36,15467.99,11068.47,119.05,21.27,30.77,18.01,24.55,215.44,100.68,3449.95,357.21,4338.89,2137.83,1205.15,10121.39,1027.38,473.84,36.77,236.59,1501.39,2061.3,9178.31,11068.47,4674.77,36,946.85,251.47,1923.23,6220.73,842.58,13029.35,305.2,2739.28,283.61,1757.42,37310.47,4148.77,18048.34,173.96,1033.4,244.73,637.55,11797.54,38023.35,111844.52,103023.7,214868.22,35765.39,250633.61,84154.41582,87336,297.8258569,286.976287,11.46131997,0.144888788,0.785592962,0.029098252,0.32452152,6.171554565,4.416195418,0.047499615,0.008486491,0.012276885,0.007185788,0.009795175,0.085958144,0.040170191,1.376491365,0.142522785,1.731168457,0.852970198,0.480841336,4.038321117,0.4099131,0.189056847,0.014670818,0.094396757,0.599037775,0.822435586,3.662042772,4.416195418,1.865180811,0.014363596,0.377782533,0.10033371,0.767347205,2.482001516,0.336179972,5.19856455,0.121771378,1.092942004,0.11315721,0.701190874,14.88645916,1.655312709,7.201085281,0.069408089,0.412315012,0.097644526,0.254375301,4.707086173,15.17089029,44.62470935,41.10530108,85.73001043,14.26998957
171,S2,svmRadialS2,20180901_20180901,09/01/2018,09/01/2018,20180921_20180921,09/21/2018,09/21/2018,4,3517|3518|3522|3524,35,20,53618.28,373.83,1705.61,1494.92,2043.31,240,3534.86,201.3,69.62,183.37,93.5,17.19,1.67,56.01,8460.77,467.24,4775.74,2565.86,1313.45,100.94,441.13,2173.54,15.32,1098.67,10152.89,3923.31,34.25,3534.86,5493.06,12.32,1027.4,1722.44,3362.8,79.73,594,41925.54,421.94,5261.77,2813.76,5283.79,460.53,1049.72,18048.34,72.42,1374.03,1614.09,1860.68,90.55,17480.93,89920.79,92215.78,182136.57,30604.71,212741.28,84154.41582,87336,252.7987129,243.5894477,25.2035148,0.175720481,0.801729688,0.702693901,0.960467099,0.112813085,1.661576916,0.094621975,0.032725196,0.086193897,0.043950098,0.008080237,0.000784991,0.026327754,3.977023171,0.219628273,2.244858168,1.206094088,0.617393108,0.047447303,0.20735515,1.021682299,0.007201235,0.516434798,4.772411823,1.844169594,0.016099367,1.661576916,2.582037675,0.005791072,0.482934013,0.809640705,1.580699336,0.037477447,0.279212384,19.70728953,0.198334804,2.473318765,1.322620603,2.483669366,0.216474208,0.493425629,8.483703774,0.034041348,0.64586901,0.758710298,0.874621042,0.042563437,8.216990139,42.26767367,43.34644409,85.61411777,14.38588223
172,S2,svmRadialS2,20180906_20180906,09/06/2018,09/06/2018,20180926_20180926,09/26/2018,09/26/2018,4,3517|3518|3522|3524,35,20,117200.63,602.13,4416.76,1597.13,2380.13,5954.97,4161.03,809.93,433.42,971.32,233.56,38.9,102.21,54.9,3857.74,269.81,6301.48,3734.09,1185.71,265.21,241.27,2279.13,26.55,412.91,11464,5846.18,229.74,4161.03,13932.91,36.98,1563.66,1565.42,4664.61,564.94,476.89,3995.44,10.88,221.67,316.27,300.21,83.68,22.45,18048.34,59.48,908.6,1317.3,1297.89,138.27,14455.42,154603.24,60663.27,215266.51,27946.67,243213.18,84154.41582,87336,289.0082209,278.4798708,48.18843699,0.247572932,1.816003557,0.65667905,0.97861884,2.448456946,1.710857117,0.33301238,0.178205803,0.399369804,0.09603098,0.015994199,0.042024861,0.02257279,1.586155816,0.1109356,2.590928666,1.535315644,0.48751881,0.109044255,0.099201038,0.937091485,0.010916349,0.169772872,4.713560342,2.40372664,0.094460341,1.710857117,5.728682138,0.015204768,0.64291746,0.643641105,1.917910041,0.23228182,0.196079012,1.642772814,0.004473442,0.091142265,0.130038183,0.123434922,0.03440603,0.009230585,7.420790271,0.024455911,0.373581728,0.541623608,0.533642955,0.05685136,5.943518357,63.56696623,24.94242705,88.50939328,11.49060672
173,S2,svmRadialS2,20180601_20180604,06/01/2018,06/04/2018,20180626_20180629,06/26/2018,06/29/2018,3,3212|3213|3215,32,25,3607.12,1001.12,15927.02,138.41,1170.5,3780.54,2608.86,152.41,274.32,1915.5,247.94,279.83,832.01,301.18,2826.74,3614.44,63459.62,13802.89,4135.31,46892.9,4057.65,1440.67,157.17,2226.29,2632.09,11475.15,4258.91,2608.86,6519.22,1110.97,12003.18,633.32,2039.92,2518.73,733.64,2570.34,2872.66,27482.46,3013.97,2623.34,13275.73,1648.5,18048.34,182.16,2402.54,108.76,125.98,386.98,29199.29,114488.09,156044.62,270532.71,54792.77,325325.48,84154.41582,87336,386.5815915,372.4987176,1.108772667,0.30772874,4.895718589,0.042545084,0.359793521,1.162079281,0.801923046,0.046848467,0.084321708,0.588794951,0.076212905,0.086015396,0.255746952,0.092578054,0.868895975,1.111022721,19.50650161,4.242794017,1.271130069,14.41414918,1.247258592,0.442839583,0.048311617,0.68432697,0.809063588,3.527282892,1.30912279,0.801923046,2.00390698,0.341494924,3.689591113,0.194672732,0.627039726,0.774218484,0.225509542,0.790082597,0.883011069,8.447681381,0.926447569,0.806373974,4.08075322,0.506723298,5.547779412,0.055993155,0.738503483,0.033431135,0.038724295,0.118951642,8.975408259,35.19186078,47.9656927,83.15755348,16.84244652
174,S2,svmRadialS2,20180606_20180609,06/06/2018,06/09/2018,20180701_20180704,07/01/2018,07/04/2018,3,3212|3213|3215,32,25,6830.9,774.84,6889.26,166.84,1328.05,14870.6,2006.59,69.34,1234.74,1224.31,1193.99,36.5,1142.78,143.74,4170.19,7666.42,52248.44,27399.83,4171.7,52067.45,3890.11,1898.9,16.06,1406.57,5343.6,12936.52,2449.38,2006.59,13307.46,154.27,3345.02,486.88,2041.19,8934.67,673.16,1016.25,149.15,3108.23,1241.16,871.33,23379.95,404.26,18048.34,181.25,1151.86,168.6,89.1,722.52,26445.17,117523.99,163031.17,280555.16,40948.9,321504.06,84154.41582,87336,382.0406296,368.1231794,2.124669903,0.241004733,2.142822084,0.05189359,0.413074099,4.625322616,0.624125866,0.021567379,0.384051138,0.380807011,0.371376337,0.011352889,0.355448077,0.044708611,1.297087819,2.384548425,16.25125356,8.522390044,1.297557487,16.19495878,1.209972278,0.590630177,0.004995271,0.437496808,1.662062992,4.02375012,0.76185041,0.624125866,4.139126579,0.047983842,1.040428541,0.151438212,0.634887783,2.779022448,0.209378382,0.316092431,0.046391327,0.966777838,0.386048002,0.271016795,7.272054356,0.125740247,5.61372071,0.056375649,0.358272303,0.052441017,0.027713491,0.224731221,8.225454447,36.55443418,50.70889929,87.26333347,12.73666653
175,S2,svmRadialS2,20180611_20180614,06/11/2018,06/14/2018,20180706_20180709,07/06/2018,07/09/2018,3,3212|3213|3215,32,25,16975.48,1756.1,22861.61,503.67,2067.84,122.35,2924.04,69.06,2177.6,7233.39,2881.93,43.99,40.6,234.14,2817.95,11019.78,88893.93,33087.21,4218.88,561.39,4408.43,2578.37,50.4,1541.97,9686.72,16336.2,12.28,2924.04,20740.28,662.44,8461.65,686.38,2457.31,82.69,1125.45,424.04,149.48,3984.92,140.43,73.49,49.84,71.11,18048.34,212.01,1452.85,96.71,157.18,7.94,23902.4,144143.28,107857.3,252000.58,69015.71,321016.29,84154.41582,87336,381.4610165,367.5646812,5.288043171,0.54704389,7.121635478,0.15689858,0.644154227,0.038113331,0.910869663,0.021512927,0.678345638,2.253278175,0.897751949,0.013703354,0.012647333,0.072937109,0.877821496,3.432779066,27.69140781,10.307019,1.314226141,0.174878976,1.373272989,0.80318977,0.015700138,0.48034011,3.01751665,5.088900629,0.003825351,0.910869663,6.460818546,0.206357129,2.635894272,0.213814695,0.765478288,0.025758817,0.350589685,0.132092985,0.046564615,1.241345104,0.043745444,0.022892919,0.015525692,0.022151524,5.622250509,0.066043377,0.452578279,0.030126197,0.048963247,0.002473395,7.44585267,44.90216992,33.59869993,78.50086985,21.49913015
176,S2,svmRadialS2,20180616_20180619,06/16/2018,06/19/2018,20180711_20180714,07/11/2018,07/14/2018,3,3212|3213|3215,32,25,13813.16,744.14,19482.19,19.51,558.28,10355.08,4696.7,67.19,761.81,4175.5,386.69,9.68,3095.52,153.31,1405.48,1541.43,63251.85,18311.92,1370.99,46648.12,3014.32,1330.27,3.53,1396.85,5025.77,8849.44,17802.2,4696.7,11627.35,355.99,9663.4,633.08,1577.34,13897.77,2397.52,30.33,20.33,188.78,34.47,6.18,3359.96,143.85,18048.34,159.83,2518.57,207.46,138.7,942.91,27464.23,115254.12,161656.55,276910.67,49473.35,326384.02,84154.41582,87336,387.8394459,373.7107493,4.23218024,0.227995231,5.969100448,0.005977621,0.171050041,3.172667583,1.439010403,0.020586179,0.233409099,1.279321212,0.118477001,0.002965831,0.948428786,0.046972275,0.430621573,0.47227496,19.37957931,5.610544291,0.420054266,14.29240316,0.923550117,0.407578165,0.001081548,0.427977448,1.539833353,2.711358234,5.454372429,1.439010403,3.562475271,0.109070904,2.960745443,0.19396783,0.483277337,4.25810369,0.734570277,0.009292734,0.006228859,0.057839842,0.010561179,0.001893475,1.02944991,0.044073849,5.529786661,0.048969922,0.77165849,0.063563161,0.042495953,0.288895884,8.414698122,35.31242737,49.52955417,84.84198154,15.15801846
177,S2,svmRadialS2,20180621_20180624,06/21/2018,06/24/2018,20180716_20180719,07/16/2018,07/19/2018,3,3212|3213|3215,32,25,1669.88,7.95,565.95,309.26,225.22,7.86,267.71,7.17,10.56,95.68,82.36,10.99,0.08,52.93,1635.43,63.84,7098.19,2845.12,790.22,66.96,346.05,183.71,0.09,102.08,687.1,1221.55,0,267.71,1385.58,2.33,527.17,749.13,748.46,2.9,104.87,45524.55,3806.29,119737.08,46008.39,25325.51,1665.93,4323.92,18048.34,69.99,2165.46,124.71,213.77,32.79,23196.12,35076.24,268859.83,303936.07,8448.87,312384.94,84154.41582,87336,371.2044543,357.6817578,0.53455842,0.002544937,0.181170706,0.098999651,0.072096946,0.002516126,0.085698754,0.002295245,0.003380445,0.030628877,0.026364907,0.003518095,2.56E-05,0.016943839,0.52353036,0.020436324,2.272257427,0.91077374,0.252963539,0.021435092,0.110776787,0.058808853,2.88E-05,0.032677632,0.219952985,0.391039978,0,0.085698754,0.443548911,0.000745875,0.168756535,0.239809896,0.239595417,0.000928342,0.03357076,14.57322174,1.218461428,38.32997839,14.72810757,8.107148187,0.533293955,1.384164038,5.777596065,0.022405049,0.693202432,0.039921899,0.068431596,0.010496665,7.425492407,11.22853106,86.06683472,97.29536578,2.704634225
178,S2,svmRadialS2,20180626_20180629,06/26/2018,06/29/2018,20180721_20180724,07/21/2018,07/24/2018,3,3212|3213|3215,32,25,11581.81,109.56,3036,33.16,155.4,3845.42,1373.96,787.1,676.79,6317.84,373.57,50.23,754.88,252.46,9705.67,1659.13,72144.57,20294.8,2453.51,15068.79,4090.18,1370.6,48.23,1677.54,5044.28,9540.76,2795.16,1373.96,10018.84,56.69,4409.69,687.98,1283.46,4827.1,566.27,8008.34,62.66,5213.59,1166.63,3360.34,51483.19,2651.1,18048.34,104.59,3576.31,142.85,143.09,931.84,24846.81,167060.91,114972.76,282033.67,36171.4,318205.07,84154.41582,87336,378.1204669,364.3458253,3.639731447,0.034430627,0.954101706,0.010420953,0.048836431,1.20847226,0.431784446,0.24735621,0.212689886,1.985461765,0.117399135,0.015785418,0.237230664,0.079338774,3.050130534,0.521402755,22.67235088,6.377899636,0.771046797,4.735559367,1.28539121,0.430728524,0.015156892,0.527188332,1.585229299,2.998305464,0.878414665,0.431784446,3.148548199,0.017815555,1.385801301,0.216206486,0.403343668,1.516977715,0.177957567,2.516722942,0.019691704,1.638437125,0.366628351,1.056029686,16.17924881,0.833141974,5.671920941,0.032868741,1.123901011,0.044892434,0.044967857,0.2928426,7.808426811,52.5010208,36.1316556,88.63267641,11.36732359
179,S2,svmRadialS2,20180701_20180704,07/01/2018,07/04/2018,20180726_20180729,07/26/2018,07/29/2018,3,3212|3213|3215,32,25,25303.61,204.4,1923.73,297.95,592.69,2899.54,2293.92,399.04,718.95,4295.56,4328.69,104.14,163.38,166.98,5471.53,674.9,30980.85,18253.06,4603.82,7256.11,2133.5,3420.01,9.39,1032.43,5974.52,23772.41,965.39,2293.92,14194.2,8.1,2520.66,409.47,2099.58,1858.11,384.27,2798.02,397.35,16806.55,5535.64,2687.62,73641.64,1700.51,18048.34,17.42,2331.57,204.83,251.78,949.75,23826.67,162545.82,124938.94,287484.76,33721.74,321206.5,84154.41582,87336,381.6870415,367.7824723,7.877676822,0.063635076,0.598907556,0.092759642,0.184519927,0.902702778,0.714157403,0.124231608,0.223827974,1.337320384,1.347634621,0.032421511,0.050864475,0.051985249,1.703430659,0.210114054,9.645150394,5.682655862,1.4332898,2.259017174,0.664214454,1.064738727,0.002923353,0.321422512,1.860024626,7.40097414,0.300551203,0.714157403,4.41902639,0.002521742,0.784747507,0.12747874,0.653654269,0.578478331,0.11963332,0.871096942,0.123705467,5.232319396,1.723389782,0.83672653,22.92657216,0.529413321,5.618921161,0.005423302,0.725878835,0.063768946,0.078385711,0.295682061,7.417866699,50.60477294,38.89676579,89.50153873,10.49846127
180,S2,svmRadialS2,20180706_20180709,07/06/2018,07/09/2018,20180731_20180803,07/31/2018,08/03/2018,3,3212|3213|3215,32,25,26438.11,307.93,1826.94,73.29,182.93,16160.9,5923.72,402.04,424.63,4252.79,6835.33,88.66,3720.99,303.41,2521.22,770.02,17945.61,12392.25,3519.8,94005.6,3275.75,3429.1,2.03,545.1,3647.05,18932.07,19853.74,5923.72,9361.2,32.09,1149.39,114.74,762.05,13158.88,776.54,29.3,1.92,210.11,261.02,2.91,359.61,12.22,18048.34,10.05,496.15,51.62,91.08,4276.23,24057.97,73635.03,217856.61,291491.64,35476.51,326968.15,84154.41582,87336,388.5335628,374.37958,8.085836495,0.094177369,0.55875167,0.022415027,0.055947345,4.942652671,1.81171163,0.122959989,0.129868918,1.300674087,2.090518602,0.027115791,1.138028276,0.092794971,0.771090395,0.23550306,5.488488711,3.790048052,1.076496289,28.75069024,1.001855991,1.048756584,0.000620856,0.166713486,1.115414452,5.790187821,6.072071546,1.81171163,2.863031155,0.009814412,0.351529652,0.035092103,0.233065514,4.024514314,0.237497138,0.008961117,0.000587213,0.064260082,0.079830405,0.000889995,0.109983189,0.003737367,5.519907673,0.003073694,0.151742609,0.01578747,0.027855924,1.307842981,7.357894033,22.52055131,66.62930625,89.14985756,10.85014244
181,S2,svmRadialS2,20180711_20180714,07/11/2018,07/14/2018,20180805_20180808,08/05/2018,08/08/2018,3,3212|3213|3215,32,25,5513.76,27.06,1722.02,11.85,249.8,17795.62,7157.28,49.94,105.75,1225.16,135.35,48.91,1914.77,107.18,1795.71,65.39,18776.57,2885.71,1905.41,73539.49,1708.75,491.38,0.03,788.68,534.26,1460.32,21286.21,7157.28,955.19,2.77,444.35,41.26,241.32,10541.48,284.24,31142.44,862.69,15513.42,17782.15,28487.6,177.39,2135.93,18048.34,14.29,1418.83,96.97,134.44,2117.44,23409.2,48758.25,253112.1,301870.35,20441.03,322311.38,84154.41582,87336,382.9999613,369.0475634,1.710693554,0.008395608,0.534272169,0.003676569,0.077502693,5.52125091,2.220610392,0.015494333,0.032809887,0.380116892,0.041993553,0.015174767,0.594074587,0.033253557,0.557135153,0.020287835,5.825599456,0.895317441,0.591170563,22.81628716,0.530155032,0.152455058,9.31E-06,0.244695052,0.165758963,0.453077394,6.604237803,2.220610392,0.296356275,0.000859417,0.137863578,0.012801286,0.074871697,3.270588832,0.088188012,9.662221669,0.267657319,4.813177865,5.517071721,8.838533719,0.05503684,0.662691463,5.599659559,0.004433601,0.440204749,0.030085813,0.041711217,0.656954775,7.262914515,15.12768491,78.53030197,93.65798688,6.342013118
182,S2,svmRadialS2,20180716_20180719,07/16/2018,07/19/2018,20180810_20180813,08/10/2018,08/13/2018,3,3212|3213|3215,32,25,50937.62,845.46,9016.5,53.61,748.03,284.71,2728.09,132.24,412.11,1552.02,1667.28,115.08,51.78,30.54,5002.12,3567.83,82892.52,28142.16,6902.84,1296.47,2487.66,3284.91,2.25,2295.62,7597.97,33980.02,2094.23,2728.09,18320.2,30.49,3839.7,809.8,3445.88,1439.21,650.44,72.25,53.33,1481.54,57.95,38.74,44.5,28.21,18048.34,55.15,2582.14,67.98,158.86,65.58,18390.08,163720.68,111383.03,275103.71,45426.42,320530.13,84154.41582,87336,380.8833166,367.0080265,15.8916792,0.263769275,2.812996082,0.016725417,0.233372757,0.088824723,0.851118115,0.041256652,0.128571376,0.48420409,0.520163268,0.035903021,0.016154488,0.009527965,1.56057716,1.113102846,25.8610696,8.779879757,2.153569775,0.404476796,0.776108006,1.024836573,0.000701962,0.716194761,2.370438623,10.60119372,0.653364475,0.851118115,5.715593726,0.009512366,1.197921706,0.252643956,1.075056501,0.449009271,0.202926321,0.022540783,0.016638061,0.462215518,0.018079424,0.012086227,0.01388325,0.008801045,5.630777986,0.017205871,0.805584174,0.021208615,0.049561643,0.020459855,5.737395109,51.07809366,34.74962869,85.82772234,14.17227766
183,S2,svmRadialS2,20180721_20180724,07/21/2018,07/24/2018,20180815_20180818,08/15/2018,08/18/2018,3,3212|3213|3215,32,25,39419.61,831.16,6273.82,115.15,846.26,54.68,3387.5,72.96,762.41,1586.38,133.82,68.95,16.8,76.33,4716.08,6823.61,59254.87,20431.24,3665.96,144.63,1339.15,1811.96,0.54,1444.41,6337.37,18094.22,22.95,3387.5,10645.78,81.88,2849.65,669.03,2472.59,23.99,243.87,24848.61,2679.05,17775.36,10228.7,23366.33,163.11,645.29,18048.34,425.94,4926.2,124.31,247.12,13.54,18461.56,126871.52,153655.66,280527.18,39533.39,320060.57,84154.41582,87336,380.3253423,366.4703788,12.31629688,0.259688346,1.960197721,0.035977565,0.264406203,0.017084266,1.058393416,0.022795685,0.238208037,0.495649933,0.041810836,0.021542797,0.005249006,0.023848611,1.473496095,2.131974582,18.51364259,6.383554213,1.145395698,0.045188322,0.418405179,0.566130342,0.000168718,0.451292704,1.980053338,5.653373672,0.007170518,1.058393416,3.326176667,0.025582658,0.890347099,0.209032309,0.772538148,0.007495456,0.076194953,7.763721098,0.837044688,5.553748779,3.195863833,7.300596259,0.050962229,0.201614963,5.639038886,0.13308106,1.539146168,0.038839523,0.077210386,0.004230449,5.768145698,39.63984692,48.00830668,87.6481536,12.3518464
184,S2,svmRadialS2,20180726_20180729,07/26/2018,07/29/2018,20180820_20180823,08/20/2018,08/23/2018,3,3212|3213|3215,32,25,46403.54,128.14,3288.77,25.41,264.9,4566.01,3556.93,59.68,379.06,817.15,379.6,33.14,347.32,14.56,2801.87,490.93,27388.44,10772.27,5378.07,12181.64,878.29,1760.64,0.46,1620.33,4877.38,21885.95,4000.52,3556.93,22574.37,17.44,3448.33,385.04,3259.09,3958.46,469.31,2759.6,1.3,6489.57,2724.57,6578.64,67910.75,1269.29,18048.34,12.36,1912.11,30.02,194.35,2342.59,20589.67,170807.93,123218.86,294026.79,28806.34,322833.13,84154.41582,87336,383.6199525,369.6449689,14.37384695,0.039692333,1.018721344,0.007870939,0.082054775,1.414356079,1.101785929,0.018486331,0.117416698,0.253118383,0.117583967,0.010265365,0.107584993,0.00451007,0.867900392,0.152069275,8.483776123,3.336791983,1.665897797,3.773354984,0.27205696,0.545371536,0.000142488,0.501909454,1.510805288,6.779338292,1.239191281,1.101785929,6.992581585,0.005402172,1.068146259,0.119269048,1.00952774,1.226162879,0.145372317,0.85480694,0.000402685,2.010193316,0.843956133,2.037783421,21.03586766,0.393172163,5.590609613,0.003828603,0.592290512,0.009298922,0.06020138,0.725634943,6.377805772,52.90904623,38.16797241,91.07701864,8.922981356
185,S2,svmRadialS2,20180731_20180803,07/31/2018,08/03/2018,20180825_20180828,08/25/2018,08/28/2018,3,3212|3213|3215,32,25,42263.5,55.15,2160.92,51.15,290.55,574.04,1450.5,9.32,123.05,1077.66,222.18,78.01,27.48,10.97,1914.91,222.86,15643.92,3997.7,3737.6,408.38,500.73,1626.21,0.36,1678.58,1341.58,17875.9,123.77,1450.5,19628.34,1.01,2274.1,67.88,1164.92,159.79,283.46,20857.42,682.02,60488.32,23726.41,20655.32,21682.82,3443.44,18048.34,148.19,3264.37,88.44,274.8,1286.18,20029.71,102249.5,193721.96,295971.46,21201.3,317172.76,84154.41582,87336,376.8937814,363.1638271,13.32507243,0.017388,0.681306932,0.016126858,0.091606227,0.180986539,0.457321745,0.002938462,0.038795892,0.339770666,0.070050152,0.024595429,0.008664048,0.003458683,0.603743525,0.070264546,4.932302509,1.260417193,1.178411412,0.128756328,0.157872952,0.512720575,0.000113503,0.529232082,0.422980839,5.636013635,0.039022897,0.457321745,6.18853271,0.000318438,0.716990955,0.021401586,0.367282487,0.050379484,0.089370853,6.57604392,0.215031076,19.07109551,7.480595118,6.512324703,6.836280644,1.085667004,5.690381482,0.046722171,1.029208814,0.027883857,0.086640479,0.405514017,6.315078886,32.23779369,61.07774199,93.31553567,6.684464328
186,S2,svmRadialS2,20180805_20180808,08/05/2018,08/08/2018,20180830_20180902,08/30/2018,09/02/2018,3,3212|3213|3215,32,25,47577.48,107.5,1510.45,111.73,580.37,162.86,1073.86,12.7,212.78,525.64,288.01,9.09,27.63,2.13,2671.6,616.88,17377.5,14727.57,3557.01,361.32,577.16,1909.36,39.56,669.95,3253.77,15449.81,145.54,1073.86,24777.28,135.11,2889.34,1029.75,3289.95,230.56,175.81,27569.78,3117.81,53415.51,19917.77,20096.67,1974.12,1280.63,18048.34,275.36,4025.26,134.68,287.8,126.28,16750.42,90436.02,201635.06,292071.08,22110.27,314181.35,84154.41582,87336,373.3391135,359.738653,15.1433177,0.034215907,0.480757371,0.035562264,0.184724523,0.051836304,0.341796227,0.004042251,0.067725217,0.167304647,0.091669986,0.002893233,0.008794284,0.000677952,0.850336915,0.1963452,5.531041228,4.687601603,1.132151861,0.115003644,0.18370282,0.607725443,0.012591454,0.213236718,1.035634356,4.917481576,0.046323564,0.341796227,7.886298789,0.043003826,0.919640838,0.327756565,1.047149998,0.073384369,0.055958127,8.775116664,0.992359986,17.00148974,6.339577445,6.39651908,0.628337742,0.407608536,5.744561222,0.087643649,1.281189988,0.042866962,0.091603146,0.040193347,5.331449496,28.78465574,64.17792145,92.96257719,7.037422813
187,S2,svmRadialS2,20180810_20180813,08/10/2018,08/13/2018,20180904_20180907,09/04/2018,09/07/2018,3,3212|3213|3215,32,25,73452.76,963.22,4727.74,115.23,1122.92,643.92,3753.81,66.48,2296.64,1983.97,454.79,7.92,127.17,29.65,5208.54,8815.66,53669.52,28894.31,4603.88,1196.8,1271.35,2339.38,101.46,1560.73,6719.03,26803.63,637.47,3753.81,30811.52,488.57,6874.89,1114.44,4907.63,591.92,600.48,3284.97,118.64,1124.76,61.14,547.43,75.73,63.81,18048.34,840.11,3010.03,142.44,296.27,70.95,14473.72,155595.03,121652.47,277247.5,45622.08,322869.58,84154.41582,87336,383.6632657,369.6867042,22.74997849,0.298330986,1.46428784,0.035689333,0.347793682,0.199436565,1.162639726,0.020590357,0.711321271,0.614480311,0.140858733,0.002453003,0.039387421,0.009183275,1.613202458,2.730408978,16.62266231,8.949220301,1.425925601,0.370675986,0.393765805,0.724558814,0.031424453,0.483393326,2.081035321,8.301689493,0.197438854,1.162639726,9.543023533,0.151321162,2.129308682,0.345167234,1.520003836,0.183330991,0.185982216,1.017429391,0.036745487,0.348363571,0.018936439,0.169551433,0.023455291,0.019763398,5.589978467,0.260201038,0.932274264,0.044116885,0.091761509,0.021974817,4.482837931,48.19129445,37.67851713,85.86981158,14.13018842
