"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.666666666666667,0.666666666666667,0.421052631578947,0.846153846153846,0.421052631578947,0.666666666666667,0.516129032258065,0.266666666666667,0.177777777777778,0.422222222222222,0.666666666666667
"Class: 2",0,0.921052631578947,0,0.833333333333333,0,0,NA,0.155555555555556,0,0.0666666666666667,0.460526315789474
"Class: 3",0.222222222222222,0.944444444444444,0.5,0.829268292682927,0.5,0.222222222222222,0.307692307692308,0.2,0.0444444444444444,0.0888888888888889,0.583333333333333
"Class: 4",0.727272727272727,0.823529411764706,0.571428571428571,0.903225806451613,0.571428571428571,0.727272727272727,0.64,0.244444444444444,0.177777777777778,0.311111111111111,0.775401069518717
"Class: 5",0.333333333333333,0.923076923076923,0.4,0.9,0.4,0.333333333333333,0.363636363636364,0.133333333333333,0.0444444444444444,0.111111111111111,0.628205128205128
