"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.583333333333333,0.545454545454545,0.318181818181818,0.782608695652174,0.318181818181818,0.583333333333333,0.411764705882353,0.266666666666667,0.155555555555556,0.488888888888889,0.564393939393939
"Class: 2",0.142857142857143,0.947368421052632,0.333333333333333,0.857142857142857,0.333333333333333,0.142857142857143,0.2,0.155555555555556,0.0222222222222222,0.0666666666666667,0.545112781954887
"Class: 3",0.111111111111111,0.972222222222222,0.5,0.813953488372093,0.5,0.111111111111111,0.181818181818182,0.2,0.0222222222222222,0.0444444444444444,0.541666666666667
"Class: 4",0.636363636363636,0.823529411764706,0.538461538461538,0.875,0.538461538461538,0.636363636363636,0.583333333333333,0.244444444444444,0.155555555555556,0.288888888888889,0.729946524064171
"Class: 5",0.333333333333333,0.923076923076923,0.4,0.9,0.4,0.333333333333333,0.363636363636364,0.133333333333333,0.0444444444444444,0.111111111111111,0.628205128205128
