"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.666666666666667,0.787878787878788,0.533333333333333,0.866666666666667,0.533333333333333,0.666666666666667,0.592592592592593,0.266666666666667,0.177777777777778,0.333333333333333,0.727272727272727
"Class: 2",0.857142857142857,0.973684210526316,0.857142857142857,0.973684210526316,0.857142857142857,0.857142857142857,0.857142857142857,0.155555555555556,0.133333333333333,0.155555555555556,0.915413533834586
"Class: 3",0.333333333333333,0.916666666666667,0.5,0.846153846153846,0.5,0.333333333333333,0.4,0.2,0.0666666666666667,0.133333333333333,0.625
"Class: 4",0.727272727272727,0.911764705882353,0.727272727272727,0.911764705882353,0.727272727272727,0.727272727272727,0.727272727272727,0.244444444444444,0.177777777777778,0.244444444444444,0.81951871657754
"Class: 5",0.666666666666667,0.948717948717949,0.666666666666666,0.948717948717949,0.666666666666667,0.666666666666667,0.666666666666667,0.133333333333333,0.0888888888888889,0.133333333333333,0.807692307692308
