"","x"
"Accuracy",0.4
"Kappa",0.2156229825694
"AccuracyLower",0.256975895192631
"AccuracyUpper",0.556686487520998
"AccuracyNull",0.266666666666667
"AccuracyPValue",0.0355541429138956
"McnemarPValue",NA
