"","x"
"Accuracy",0.905511811023622
"Kappa",0.878594758225125
"AccuracyLower",0.840764664288772
"AccuracyUpper",0.95021785666841
"AccuracyNull",0.283464566929134
"AccuracyPValue",4.47466878882076e-49
"McnemarPValue",NA
