"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.sigma","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.1.Sensitivity","testCM.Class.2.Sensitivity","testCM.Class.3.Sensitivity","testCM.Class.4.Sensitivity","testCM.Class.5.Sensitivity","testCM.Class.1.Specificity","testCM.Class.2.Specificity","testCM.Class.3.Specificity","testCM.Class.4.Specificity","testCM.Class.5.Specificity","testCM.Class.1.Pos.Pred.Value","testCM.Class.2.Pos.Pred.Value","testCM.Class.3.Pos.Pred.Value","testCM.Class.4.Pos.Pred.Value","testCM.Class.5.Pos.Pred.Value","testCM.Class.1.Neg.Pred.Value","testCM.Class.2.Neg.Pred.Value","testCM.Class.3.Neg.Pred.Value","testCM.Class.4.Neg.Pred.Value","testCM.Class.5.Neg.Pred.Value","testCM.Class.1.Precision","testCM.Class.2.Precision","testCM.Class.3.Precision","testCM.Class.4.Precision","testCM.Class.5.Precision","testCM.Class.1.Recall","testCM.Class.2.Recall","testCM.Class.3.Recall","testCM.Class.4.Recall","testCM.Class.5.Recall","testCM.Class.1.F1","testCM.Class.2.F1","testCM.Class.3.F1","testCM.Class.4.F1","testCM.Class.5.F1","testCM.Class.1.Prevalence","testCM.Class.2.Prevalence","testCM.Class.3.Prevalence","testCM.Class.4.Prevalence","testCM.Class.5.Prevalence","testCM.Class.1.Detection.Rate","testCM.Class.2.Detection.Rate","testCM.Class.3.Detection.Rate","testCM.Class.4.Detection.Rate","testCM.Class.5.Detection.Rate","testCM.Class.1.Detection.Prevalence","testCM.Class.2.Detection.Prevalence","testCM.Class.3.Detection.Prevalence","testCM.Class.4.Detection.Prevalence","testCM.Class.5.Detection.Prevalence","testCM.Class.1.Balanced.Accuracy","testCM.Class.2.Balanced.Accuracy","testCM.Class.3.Balanced.Accuracy","testCM.Class.4.Balanced.Accuracy","testCM.Class.5.Balanced.Accuracy"
"1","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,1,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"2","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,2,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"3","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,4,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"4","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,8,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"5","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,16,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"6","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,32,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"7","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,64,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"8","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,128,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"9","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,256,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"10","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,512,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"11","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",2.98023223876953e-08,1024,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
"12","Phase ~ S2_B02 + S2_B03 + S2_B04 + S2_B05 + S2_B06 + S2_B07 + S2_B08 + S2_B11 + S2_B12 + S2_B8A","svmRadial",299,127,10,"noProc",9.5367431640625e-07,1,0.280936454849498,0,0.905511811023622,0.878594758225125,0.840764664288772,0.95021785666841,0.283464566929134,4.47466878882076e-49,NA,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.98936170212766,1,0.954128440366973,0.945054945054945,0.990740740740741,0.96969696969697,1,0.761904761904762,0.875,0.916666666666666,0.98936170212766,1,0.981132075471698,0.988505747126437,0.930434782608696,0.96969696969697,1,0.761904761904762,0.875,0.916666666666667,0.96969696969697,1,0.888888888888889,0.972222222222222,0.578947368421053,0.96969696969697,1,0.82051282051282,0.921052631578947,0.709677419354839,0.259842519685039,0.165354330708661,0.141732283464567,0.283464566929134,0.149606299212598,0.251968503937008,0.165354330708661,0.125984251968504,0.275590551181102,0.0866141732283465,0.259842519685039,0.165354330708661,0.165354330708661,0.31496062992126,0.094488188976378,0.979529335912315,1,0.921508664627931,0.958638583638584,0.784844054580897
