"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.540540540540541,0.782178217821782,0.476190476190476,0.822916666666667,0.476190476190476,0.540540540540541,0.506329113924051,0.268115942028986,0.144927536231884,0.304347826086957,0.661359379181161
"Class: 2",0.476190476190476,0.982905982905983,0.833333333333333,0.912698412698413,0.833333333333333,0.476190476190476,0.606060606060606,0.152173913043478,0.072463768115942,0.0869565217391304,0.72954822954823
"Class: 3",0.481481481481481,0.918918918918919,0.590909090909091,0.879310344827586,0.590909090909091,0.481481481481481,0.530612244897959,0.195652173913043,0.0942028985507246,0.159420289855072,0.7002002002002
"Class: 4",0.617647058823529,0.817307692307692,0.525,0.86734693877551,0.525,0.617647058823529,0.567567567567568,0.246376811594203,0.152173913043478,0.289855072463768,0.717477375565611
"Class: 5",0.684210526315789,0.92436974789916,0.590909090909091,0.948275862068966,0.590909090909091,0.684210526315789,0.634146341463415,0.13768115942029,0.0942028985507246,0.159420289855072,0.804290137107475
