"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.864864864864865,0.752475247524752,0.56140350877193,0.938271604938272,0.56140350877193,0.864864864864865,0.680851063829787,0.268115942028986,0.231884057971014,0.41304347826087,0.808670056194809
"Class: 2",0.380952380952381,0.991452991452991,0.888888888888889,0.89922480620155,0.888888888888889,0.380952380952381,0.533333333333333,0.152173913043478,0.0579710144927536,0.0652173913043478,0.686202686202686
"Class: 3",0.444444444444444,0.936936936936937,0.631578947368421,0.873949579831933,0.631578947368421,0.444444444444444,0.521739130434783,0.195652173913043,0.0869565217391304,0.13768115942029,0.690690690690691
"Class: 4",0.911764705882353,0.923076923076923,0.794871794871795,0.96969696969697,0.794871794871795,0.911764705882353,0.849315068493151,0.246376811594203,0.22463768115942,0.282608695652174,0.917420814479638
"Class: 5",0.368421052631579,0.941176470588235,0.5,0.903225806451613,0.5,0.368421052631579,0.424242424242424,0.13768115942029,0.0507246376811594,0.101449275362319,0.654798761609907
