"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.756756756756757,0.752475247524752,0.528301886792453,0.894117647058824,0.528301886792453,0.756756756756757,0.622222222222222,0.268115942028986,0.202898550724638,0.384057971014493,0.754616002140755
"Class: 2",0.523809523809524,0.931623931623932,0.578947368421053,0.915966386554622,0.578947368421053,0.523809523809524,0.55,0.152173913043478,0.0797101449275362,0.13768115942029,0.727716727716728
"Class: 3",0.222222222222222,1,1,0.840909090909091,1,0.222222222222222,0.363636363636364,0.195652173913043,0.0434782608695652,0.0434782608695652,0.611111111111111
"Class: 4",0.941176470588235,0.894230769230769,0.744186046511628,0.978947368421053,0.744186046511628,0.941176470588235,0.831168831168831,0.246376811594203,0.231884057971014,0.311594202898551,0.917703619909502
"Class: 5",0.210526315789474,0.890756302521008,0.235294117647059,0.87603305785124,0.235294117647059,0.210526315789474,0.222222222222222,0.13768115942029,0.0289855072463768,0.123188405797101,0.550641309155241
