"","x"
"Accuracy",0.58695652173913
"Kappa",0.46584272714926
"AccuracyLower",0.500055416956329
"AccuracyUpper",0.670043024382919
"AccuracyNull",0.268115942028986
"AccuracyPValue",3.65220847169428e-15
"McnemarPValue",NA
