"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.864864864864865,0.930693069306931,0.820512820512821,0.94949494949495,0.82051282051282,0.864864864864865,0.842105263157895,0.268115942028986,0.231884057971014,0.282608695652174,0.897778967085898
"Class: 2",0.904761904761905,0.948717948717949,0.76,0.982300884955752,0.76,0.904761904761905,0.826086956521739,0.152173913043478,0.13768115942029,0.181159420289855,0.926739926739927
"Class: 3",0.481481481481481,0.981981981981982,0.866666666666666,0.886178861788618,0.866666666666667,0.481481481481481,0.619047619047619,0.195652173913043,0.0942028985507246,0.108695652173913,0.731731731731732
"Class: 4",0.970588235294118,0.951923076923077,0.868421052631579,0.99,0.868421052631579,0.970588235294118,0.916666666666667,0.246376811594203,0.239130434782609,0.27536231884058,0.961255656108597
"Class: 5",0.789473684210526,0.949579831932773,0.714285714285714,0.965811965811966,0.714285714285714,0.789473684210526,0.75,0.13768115942029,0.108695652173913,0.152173913043478,0.86952675807165
