"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.810810810810811,0.732673267326733,0.526315789473684,0.91358024691358,0.526315789473684,0.810810810810811,0.638297872340426,0.268115942028986,0.217391304347826,0.41304347826087,0.771742039068772
"Class: 2",0.285714285714286,0.982905982905983,0.749999999999999,0.884615384615385,0.75,0.285714285714286,0.413793103448276,0.152173913043478,0.0434782608695652,0.0579710144927536,0.634310134310134
"Class: 3",0.481481481481481,0.963963963963964,0.764705882352941,0.884297520661157,0.764705882352941,0.481481481481481,0.590909090909091,0.195652173913043,0.0942028985507246,0.123188405797101,0.722722722722723
"Class: 4",0.911764705882353,0.951923076923077,0.861111111111111,0.970588235294118,0.861111111111111,0.911764705882353,0.885714285714286,0.246376811594203,0.22463768115942,0.260869565217391,0.931843891402715
"Class: 5",0.684210526315789,0.941176470588235,0.65,0.949152542372881,0.65,0.684210526315789,0.666666666666667,0.13768115942029,0.0942028985507246,0.144927536231884,0.812693498452012
