"","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"Class: 1",0.567567567567568,0.811881188118812,0.525,0.836734693877551,0.525,0.567567567567568,0.545454545454546,0.268115942028986,0.152173913043478,0.289855072463768,0.68972437784319
"Class: 2",0.476190476190476,0.854700854700855,0.37037037037037,0.900900900900901,0.37037037037037,0.476190476190476,0.416666666666667,0.152173913043478,0.072463768115942,0.195652173913043,0.665445665445665
"Class: 3",0.407407407407407,0.981981981981982,0.846153846153846,0.872,0.846153846153846,0.407407407407407,0.55,0.195652173913043,0.0797101449275362,0.0942028985507246,0.694694694694695
"Class: 4",0.882352941176471,0.961538461538462,0.882352941176471,0.961538461538462,0.882352941176471,0.882352941176471,0.882352941176471,0.246376811594203,0.217391304347826,0.246376811594203,0.921945701357466
"Class: 5",0.842105263157895,0.932773109243697,0.666666666666667,0.973684210526316,0.666666666666667,0.842105263157895,0.744186046511628,0.13768115942029,0.115942028985507,0.173913043478261,0.887439186200796
