"","paddy_raster_df","Freq"
"1","101",65321.75
"2","102",79.41
"3","103",4072.75
"4","104",33.54
"5","105",514.19
"6","106",243.23
"7","107",4689.99
"8","201",425.24
"9","202",8.47
"10","203",241.54
"11","204",1.09
"12","205",2.21
"13","206",18.27
"14","207",2.97
"15","301",1938.02
"16","302",21.03
"17","303",1511.44
"18","304",1017.76
"19","305",1232.37
"20","306",11.29
"21","307",23.54
"22","401",24.88
"23","402",0.01
"24","403",139.91
"25","404",3732.13
"26","405",3230.29
"27","407",5.78
"28","501",4251.48
"29","502",2.77
"30","503",876.28
"31","504",291.4
"32","505",3621.84
"33","506",6.1
"34","507",19.39
"35","601",72.52
"36","602",2.38
"37","603",53.17
"38","604",15.6
"39","605",14.35
"40","606",11.35
"41","607",1.2
"42","701",10007.3
"43","702",1.59
"44","703",767.57
"45","704",2.5
"46","705",22.26
"47","706",4.5
"48","707",5086.52
