"","paddy_raster_df","Freq"
"1","101",403.84
"2","102",3.81
"3","103",80.78
"4","104",13.55
"5","105",33.17
"6","107",16.63
"7","201",9.84
"8","202",6.91
"9","203",30.71
"10","204",0.06
"11","205",0.19
"12","301",230.6
"13","302",20.72
"14","303",301.72
"15","304",205.5
"16","305",90.72
"17","401",7.58
"18","402",0.35
"19","403",43.69
"20","404",311.45
"21","405",17.7
"22","501",44.53
"23","502",0.68
"24","503",19.74
"25","504",77.31
"26","505",43.93
"27","701",11270.18
"28","702",113.47
"29","703",202.06
"30","704",282.91
"31","705",61.59
"32","707",22204.13
