"","paddy_raster_df","Freq"
"1","101",17133.57
"2","102",173.88
"3","103",934.46
"4","104",1.64
"5","105",47.18
"6","106",8.06
"7","107",1184.72
"8","201",69.89
"9","202",260.76
"10","203",158.93
"11","204",0.46
"12","205",0.01
"13","207",16.59
"14","301",7696.52
"15","302",254.32
"16","303",2241.14
"17","304",59.57
"18","305",139.48
"19","306",0.12
"20","401",1.99
"21","402",0.14
"22","403",9.04
"23","404",70.15
"24","405",63.18
"25","501",216.27
"26","502",2.02
"27","503",63.63
"28","504",21.95
"29","505",282.78
"30","506",0.05
"31","606",0.02
"32","701",21107.1
"33","702",205.33
"34","703",842.29
"35","704",2.37
"36","705",34.25
"37","706",0.44
"38","707",5599.96
